source,target,relation,weight
q_eb5d0e6b23,menganalisis,requires_method,1
tuntutan mahasiswa pasca g30s,gerakan 30 september (g30s),has_concept,1
tuntutan mahasiswa pasca g30s,tritura,has_concept,1
tuntutan mahasiswa pasca g30s,rombak kabinet dwikora,has_concept,1
gerakan 30 september (g30s),q_e1c0cb05bc,has_question,1
gerakan 30 september (g30s),dampak kebijakan politik pasca-g30s,successor,1
gerakan 30 september (g30s),tritura,peer,2
gerakan 30 september (g30s),rombak kabinet dwikora,peer,1
gerakan 30 september (g30s),q_e10991c34f,has_question,1
gerakan 30 september (g30s),penumpasan g30s,successor,1
gerakan 30 september (g30s),peran soeharto,successor,1
gerakan 30 september (g30s),tuntutan rakyat,peer,1
tritura,q_e1c0cb05bc,has_question,1
tritura,dampak kebijakan politik pasca-g30s,successor,1
tritura,gerakan 30 september (g30s),peer,2
tritura,rombak kabinet dwikora,peer,1
tritura,q_e10991c34f,has_question,1
tritura,penumpasan g30s,successor,1
tritura,peran soeharto,successor,1
tritura,tuntutan rakyat,peer,1
tritura,q_c68f422597,has_question,1
tritura,penumpasan oleh soeharto,successor,1
tritura,dampak politik pasca-g30s,successor,1
tritura,gerakan 30 september (g30s) 1965,peer,2
tritura,peran mahasiswa (kami/kappi),peer,1
tritura,pergantian kekuasaan,peer,1
tritura,q_526070b1de,has_question,1
tritura,era orde baru,successor,1
tritura,perkembangan politik pasca-g30s,successor,1
tritura,peran pki,peer,1
tritura,konsekuensi politik,peer,1
rombak kabinet dwikora,q_e1c0cb05bc,has_question,1
rombak kabinet dwikora,dampak kebijakan politik pasca-g30s,successor,1
rombak kabinet dwikora,gerakan 30 september (g30s),peer,1
rombak kabinet dwikora,tritura,peer,1
q_e1c0cb05bc,menganalisis,requires_method,1
latar belakang ketidakstabilan politik,gerakan 30 september (g30s),prerequisite,1
latar belakang ketidakstabilan politik,tritura,prerequisite,1
latar belakang ketidakstabilan politik,rombak kabinet dwikora,prerequisite,1
perdagangan global awal masehi,perbandingan peran selat malaka dan jalur sutra,has_subtopic,1
perbandingan peran selat malaka dan jalur sutra,peran strategis selat malaka,has_concept,1
perbandingan peran selat malaka dan jalur sutra,peran jalur sutra darat,has_concept,1
perbandingan peran selat malaka dan jalur sutra,perdagangan komoditas,has_concept,1
perbandingan peran selat malaka dan jalur sutra,angin muson,has_concept,1
peran strategis selat malaka,q_ce664a36a9,has_question,1
peran strategis selat malaka,dampak geopolitik jalur perdagangan,successor,1
peran strategis selat malaka,peran kerajaan maritim,successor,1
peran strategis selat malaka,peran jalur sutra darat,peer,1
peran strategis selat malaka,perdagangan komoditas,peer,1
peran strategis selat malaka,angin muson,peer,1
peran jalur sutra darat,q_ce664a36a9,has_question,1
peran jalur sutra darat,dampak geopolitik jalur perdagangan,successor,1
peran jalur sutra darat,peran kerajaan maritim,successor,1
peran jalur sutra darat,peran strategis selat malaka,peer,1
peran jalur sutra darat,perdagangan komoditas,peer,1
peran jalur sutra darat,angin muson,peer,1
q_ce664a36a9,menganalisis,requires_method,1
kearifan lokal dan sistem sosial,penerapan tri hita karana pada sistem irigasi,has_subtopic,1
penerapan tri hita karana pada sistem irigasi,tri hita karana,has_concept,1
penerapan tri hita karana pada sistem irigasi,sistem irigasi subak,has_concept,1
penerapan tri hita karana pada sistem irigasi,kelestarian lingkungan,has_concept,1
tri hita karana,q_c323ddcde6,has_question,1
tri hita karana,pemberdayaan komunitas,successor,1
tri hita karana,studi kasus kearifan lokal,successor,1
tri hita karana,sistem irigasi subak,peer,1
tri hita karana,kelestarian lingkungan,peer,1
sistem irigasi subak,q_c323ddcde6,has_question,1
sistem irigasi subak,pemberdayaan komunitas,successor,1
sistem irigasi subak,studi kasus kearifan lokal,successor,1
sistem irigasi subak,tri hita karana,peer,1
sistem irigasi subak,kelestarian lingkungan,peer,1
kelestarian lingkungan,q_c323ddcde6,has_question,1
kelestarian lingkungan,pemberdayaan komunitas,successor,1
kelestarian lingkungan,studi kasus kearifan lokal,successor,1
kelestarian lingkungan,tri hita karana,peer,1
kelestarian lingkungan,sistem irigasi subak,peer,1
q_c323ddcde6,menganalisis,requires_method,1
definisi tri hita karana,tri hita karana,prerequisite,1
definisi tri hita karana,sistem irigasi subak,prerequisite,1
definisi tri hita karana,kelestarian lingkungan,prerequisite,1
fungsi sistem irigasi,tri hita karana,prerequisite,1
fungsi sistem irigasi,sistem irigasi subak,prerequisite,1
fungsi sistem irigasi,kelestarian lingkungan,prerequisite,1
perubahan iklim dan geografi,dampak kenaikan permukaan air laut,has_subtopic,1
potensi kehilangan lahan pertanian,q_e2c1da2849,has_question,1
potensi kehilangan lahan pertanian,mitigasi dampak perubahan iklim,successor,1
potensi kehilangan lahan pertanian,adaptasi wilayah pesisir,successor,1
potensi kehilangan lahan pertanian,perubahan iklim,peer,1
potensi kehilangan lahan pertanian,kenaikan permukaan air laut,peer,1
potensi kehilangan lahan pertanian,perbandingan wilayah,peer,1
perbandingan wilayah,q_e2c1da2849,has_question,1
perbandingan wilayah,mitigasi dampak perubahan iklim,successor,1
perbandingan wilayah,adaptasi wilayah pesisir,successor,1
perbandingan wilayah,perubahan iklim,peer,1
perbandingan wilayah,kenaikan permukaan air laut,peer,1
perbandingan wilayah,potensi kehilangan lahan pertanian,peer,1
q_e2c1da2849,analisis,requires_method,1
konsep kenaikan permukaan air laut,perubahan iklim,prerequisite,1
konsep kenaikan permukaan air laut,kenaikan permukaan air laut,prerequisite,1
konsep kenaikan permukaan air laut,potensi kehilangan lahan pertanian,prerequisite,1
konsep kenaikan permukaan air laut,perbandingan wilayah,prerequisite,1
jenis interaksi sosial,interaksi disosiatif,has_concept,1
jenis interaksi sosial,persaingan,has_concept,1
jenis interaksi sosial,kerja sama,has_concept,1
interaksi disosiatif,q_36ace9ba5a,has_question,1
interaksi disosiatif,faktor-faktor yang memengaruhi interaksi sosial,successor,1
interaksi disosiatif,dinamika kelompok,successor,1
interaksi disosiatif,persaingan,peer,1
interaksi disosiatif,kerja sama,peer,1
interaksi disosiatif,q_9fcee13c9c,has_question,1
interaksi disosiatif,interaksi asosiatif,successor,1
interaksi disosiatif,penyelesaian konflik sosial,successor,1
interaksi disosiatif,interaksi sosial,peer,1
interaksi disosiatif,dampak sosial,peer,1
interaksi disosiatif,tatanan masyarakat,peer,1
kerja sama,q_36ace9ba5a,has_question,1
kerja sama,faktor-faktor yang memengaruhi interaksi sosial,successor,1
kerja sama,dinamika kelompok,successor,1
kerja sama,interaksi disosiatif,peer,1
kerja sama,persaingan,peer,1
q_36ace9ba5a,menganalisis,requires_method,1
jenis-jenis interaksi sosial (asosiatif dan disosiatif),interaksi disosiatif,prerequisite,1
jenis-jenis interaksi sosial (asosiatif dan disosiatif),persaingan,prerequisite,1
jenis-jenis interaksi sosial (asosiatif dan disosiatif),kerja sama,prerequisite,1
ekonomi dan demografi,hubungan penduduk usia produktif dan inovasi,has_subtopic,1
hubungan penduduk usia produktif dan inovasi,peningkatan jumlah penduduk usia produktif,has_concept,1
hubungan penduduk usia produktif dan inovasi,peningkatan inovasi,has_concept,1
hubungan penduduk usia produktif dan inovasi,peningkatan teknologi,has_concept,1
peningkatan jumlah penduduk usia produktif,q_f5b0d00a88,has_question,1
peningkatan jumlah penduduk usia produktif,dampak bonus demografi,successor,1
peningkatan jumlah penduduk usia produktif,kebijakan pengembangan sdm,successor,1
peningkatan jumlah penduduk usia produktif,peningkatan inovasi,peer,1
peningkatan jumlah penduduk usia produktif,peningkatan teknologi,peer,1
peningkatan inovasi,q_f5b0d00a88,has_question,1
peningkatan inovasi,dampak bonus demografi,successor,1
peningkatan inovasi,kebijakan pengembangan sdm,successor,1
peningkatan inovasi,peningkatan jumlah penduduk usia produktif,peer,1
peningkatan inovasi,peningkatan teknologi,peer,1
peningkatan teknologi,q_f5b0d00a88,has_question,1
peningkatan teknologi,dampak bonus demografi,successor,1
peningkatan teknologi,kebijakan pengembangan sdm,successor,1
peningkatan teknologi,peningkatan jumlah penduduk usia produktif,peer,1
peningkatan teknologi,peningkatan inovasi,peer,1
q_f5b0d00a88,analisis sebab-akibat,requires_method,1
konsep dasar demografi,peningkatan jumlah penduduk usia produktif,prerequisite,1
konsep dasar demografi,peningkatan inovasi,prerequisite,1
konsep dasar demografi,peningkatan teknologi,prerequisite,1
konsep inovasi dan teknologi,peningkatan jumlah penduduk usia produktif,prerequisite,1
konsep inovasi dan teknologi,peningkatan inovasi,prerequisite,1
konsep inovasi dan teknologi,peningkatan teknologi,prerequisite,1
hubungan meritokrasi dan stratifikasi sosial,meritokrasi,has_concept,1
hubungan meritokrasi dan stratifikasi sosial,stratifikasi sosial terbuka,has_concept,1
meritokrasi,q_56d65d2b09,has_question,1
meritokrasi,sistem kasta,successor,1
meritokrasi,mobilitas sosial,successor,1
meritokrasi,stratifikasi sosial terbuka,peer,1
stratifikasi sosial terbuka,q_56d65d2b09,has_question,1
stratifikasi sosial terbuka,sistem kasta,successor,1
stratifikasi sosial terbuka,mobilitas sosial,successor,1
stratifikasi sosial terbuka,meritokrasi,peer,1
q_56d65d2b09,menganalisis,requires_method,1
dampak hiperinflasi,hiperinflasi,has_concept,1
dampak hiperinflasi,daya beli,has_concept,1
dampak hiperinflasi,nilai riil tabungan,has_concept,1
daya beli,q_e2f5ae7d78,has_question,1
daya beli,kebijakan moneter,successor,1
daya beli,hiperinflasi,peer,1
daya beli,nilai riil tabungan,peer,1
nilai riil tabungan,q_e2f5ae7d78,has_question,1
nilai riil tabungan,kebijakan moneter,successor,1
nilai riil tabungan,hiperinflasi,peer,1
nilai riil tabungan,daya beli,peer,1
q_e2f5ae7d78,menganalisis,requires_method,1
perbandingan sdg 2 dan sdg 6,sdg 2 (tanpa kelaparan),has_concept,1
perbandingan sdg 2 dan sdg 6,sdg 6 (air bersih dan sanitasi layak),has_concept,1
perbandingan sdg 2 dan sdg 6,kebutuhan mendasar,has_concept,1
perbandingan sdg 2 dan sdg 6,kelangsungan hidup jangka pendek,has_concept,1
sdg 2 (tanpa kelaparan),q_5564c26d76,has_question,1
sdg 2 (tanpa kelaparan),analisis indikator sdg lainnya,successor,1
sdg 2 (tanpa kelaparan),implementasi kebijakan pembangunan berkelanjutan,successor,1
sdg 2 (tanpa kelaparan),sdg 6 (air bersih dan sanitasi layak),peer,1
sdg 2 (tanpa kelaparan),kebutuhan mendasar,peer,1
sdg 2 (tanpa kelaparan),kelangsungan hidup jangka pendek,peer,1
sdg 6 (air bersih dan sanitasi layak),q_5564c26d76,has_question,1
sdg 6 (air bersih dan sanitasi layak),analisis indikator sdg lainnya,successor,1
sdg 6 (air bersih dan sanitasi layak),implementasi kebijakan pembangunan berkelanjutan,successor,1
sdg 6 (air bersih dan sanitasi layak),sdg 2 (tanpa kelaparan),peer,1
sdg 6 (air bersih dan sanitasi layak),kebutuhan mendasar,peer,1
sdg 6 (air bersih dan sanitasi layak),kelangsungan hidup jangka pendek,peer,1
sdg 6 (air bersih dan sanitasi layak),q_cf0675a8fb,has_question,1
sdg 6 (air bersih dan sanitasi layak),perencanaan implementasi program,successor,1
sdg 6 (air bersih dan sanitasi layak),analisis dampak kampanye,successor,1
sdg 6 (air bersih dan sanitasi layak),perancangan slogan,peer,1
sdg 6 (air bersih dan sanitasi layak),perancangan kegiatan kampanye,peer,1
kebutuhan mendasar,q_5564c26d76,has_question,1
kebutuhan mendasar,analisis indikator sdg lainnya,successor,1
kebutuhan mendasar,implementasi kebijakan pembangunan berkelanjutan,successor,1
kebutuhan mendasar,sdg 2 (tanpa kelaparan),peer,1
kebutuhan mendasar,sdg 6 (air bersih dan sanitasi layak),peer,1
kebutuhan mendasar,kelangsungan hidup jangka pendek,peer,1
kelangsungan hidup jangka pendek,q_5564c26d76,has_question,1
kelangsungan hidup jangka pendek,analisis indikator sdg lainnya,successor,1
kelangsungan hidup jangka pendek,implementasi kebijakan pembangunan berkelanjutan,successor,1
kelangsungan hidup jangka pendek,sdg 2 (tanpa kelaparan),peer,1
kelangsungan hidup jangka pendek,sdg 6 (air bersih dan sanitasi layak),peer,1
kelangsungan hidup jangka pendek,kebutuhan mendasar,peer,1
q_5564c26d76,menganalisis,requires_method,1
pemahaman tentang tujuan pembangunan berkelanjutan (sdgs),sdg 2 (tanpa kelaparan),prerequisite,1
pemahaman tentang tujuan pembangunan berkelanjutan (sdgs),sdg 6 (air bersih dan sanitasi layak),prerequisite,2
pemahaman tentang tujuan pembangunan berkelanjutan (sdgs),kebutuhan mendasar,prerequisite,1
pemahaman tentang tujuan pembangunan berkelanjutan (sdgs),kelangsungan hidup jangka pendek,prerequisite,1
pemahaman tentang tujuan pembangunan berkelanjutan (sdgs),perancangan slogan,prerequisite,1
pemahaman tentang tujuan pembangunan berkelanjutan (sdgs),perancangan kegiatan kampanye,prerequisite,1
sejarah dan geografi asia,faktor strategis makkah komunitas jawi,has_subtopic,1
faktor strategis makkah komunitas jawi,lokasi strategis makkah,has_concept,1
faktor strategis makkah komunitas jawi,pembentukan komunitas jawi,has_concept,1
faktor strategis makkah komunitas jawi,pusat penyebaran gagasan ke nusantara,has_concept,1
lokasi strategis makkah,q_197ea564c5,has_question,1
lokasi strategis makkah,dampak interkoneksi bangsa asia,successor,1
lokasi strategis makkah,perkembangan budaya jawi di nusantara,successor,1
lokasi strategis makkah,pembentukan komunitas jawi,peer,1
lokasi strategis makkah,pusat penyebaran gagasan ke nusantara,peer,1
pembentukan komunitas jawi,q_197ea564c5,has_question,1
pembentukan komunitas jawi,dampak interkoneksi bangsa asia,successor,1
pembentukan komunitas jawi,perkembangan budaya jawi di nusantara,successor,1
pembentukan komunitas jawi,lokasi strategis makkah,peer,1
pembentukan komunitas jawi,pusat penyebaran gagasan ke nusantara,peer,1
pusat penyebaran gagasan ke nusantara,q_197ea564c5,has_question,1
pusat penyebaran gagasan ke nusantara,dampak interkoneksi bangsa asia,successor,1
pusat penyebaran gagasan ke nusantara,perkembangan budaya jawi di nusantara,successor,1
pusat penyebaran gagasan ke nusantara,lokasi strategis makkah,peer,1
pusat penyebaran gagasan ke nusantara,pembentukan komunitas jawi,peer,1
q_197ea564c5,menganalisis,requires_method,1
konsep nasionalisme,lokasi strategis makkah,prerequisite,1
konsep nasionalisme,pembentukan komunitas jawi,prerequisite,1
konsep nasionalisme,pusat penyebaran gagasan ke nusantara,prerequisite,1
sejarah interkoneksi bangsa asia,lokasi strategis makkah,prerequisite,1
sejarah interkoneksi bangsa asia,pembentukan komunitas jawi,prerequisite,1
sejarah interkoneksi bangsa asia,pusat penyebaran gagasan ke nusantara,prerequisite,1
sejarah dan keberagaman budaya,perbandingan strategi tokoh lokal,has_subtopic,1
sejarah dan keberagaman budaya,perbandingan tokoh sejarah lokal,has_subtopic,1
sejarah dan keberagaman budaya,strategi tokoh lokal,has_subtopic,1
perbandingan strategi tokoh lokal,strategi sultan nuku,has_concept,1
perbandingan strategi tokoh lokal,strategi ratu kalinyamat,has_concept,1
perbandingan strategi tokoh lokal,konfrontasi militer,has_concept,1
perbandingan strategi tokoh lokal,bertapa dan sayembara,has_concept,1
strategi sultan nuku,q_16c2ce8b9e,has_question,1
strategi sultan nuku,analisis dampak strategi,successor,1
strategi sultan nuku,perbandingan strategi tokoh nasional,successor,1
strategi sultan nuku,strategi ratu kalinyamat,peer,1
strategi sultan nuku,konfrontasi militer,peer,1
strategi sultan nuku,bertapa dan sayembara,peer,1
strategi ratu kalinyamat,q_16c2ce8b9e,has_question,1
strategi ratu kalinyamat,analisis dampak strategi,successor,1
strategi ratu kalinyamat,perbandingan strategi tokoh nasional,successor,1
strategi ratu kalinyamat,strategi sultan nuku,peer,1
strategi ratu kalinyamat,konfrontasi militer,peer,1
strategi ratu kalinyamat,bertapa dan sayembara,peer,1
konfrontasi militer,q_16c2ce8b9e,has_question,1
konfrontasi militer,analisis dampak strategi,successor,1
konfrontasi militer,perbandingan strategi tokoh nasional,successor,1
konfrontasi militer,strategi sultan nuku,peer,1
konfrontasi militer,strategi ratu kalinyamat,peer,1
konfrontasi militer,bertapa dan sayembara,peer,1
bertapa dan sayembara,q_16c2ce8b9e,has_question,1
bertapa dan sayembara,analisis dampak strategi,successor,1
bertapa dan sayembara,perbandingan strategi tokoh nasional,successor,1
bertapa dan sayembara,strategi sultan nuku,peer,1
bertapa dan sayembara,strategi ratu kalinyamat,peer,1
bertapa dan sayembara,konfrontasi militer,peer,1
q_16c2ce8b9e,menganalisis,requires_method,1
sejarah tokoh lokal,strategi sultan nuku,prerequisite,1
sejarah tokoh lokal,strategi ratu kalinyamat,prerequisite,1
sejarah tokoh lokal,konfrontasi militer,prerequisite,1
sejarah tokoh lokal,bertapa dan sayembara,prerequisite,1
strategi perlawanan,strategi sultan nuku,prerequisite,1
strategi perlawanan,strategi ratu kalinyamat,prerequisite,1
strategi perlawanan,konfrontasi militer,prerequisite,1
strategi perlawanan,bertapa dan sayembara,prerequisite,1
geografi dan pendekatan,analisis fenomena banjir rob,has_subtopic,1
analisis fenomena banjir rob,pendekatan kewilayahan,has_concept,1
analisis fenomena banjir rob,analisis keruangan,has_concept,1
analisis fenomena banjir rob,analisis lingkungan,has_concept,1
analisis keruangan,q_cd5c0ba6cf,has_question,1
analisis keruangan,penerapan teori geografi,successor,1
analisis keruangan,studi kasus geografi,successor,1
analisis keruangan,pendekatan kewilayahan,peer,1
analisis keruangan,analisis lingkungan,peer,1
analisis lingkungan,q_cd5c0ba6cf,has_question,1
analisis lingkungan,penerapan teori geografi,successor,1
analisis lingkungan,studi kasus geografi,successor,1
analisis lingkungan,pendekatan kewilayahan,peer,1
analisis lingkungan,analisis keruangan,peer,1
q_cd5c0ba6cf,menganalisis,requires_method,1
konsep dasar geografi,pendekatan kewilayahan,prerequisite,1
konsep dasar geografi,analisis keruangan,prerequisite,1
konsep dasar geografi,analisis lingkungan,prerequisite,1
konsep analisis keruangan,pendekatan kewilayahan,prerequisite,1
konsep analisis keruangan,analisis keruangan,prerequisite,1
konsep analisis keruangan,analisis lingkungan,prerequisite,1
konsep analisis lingkungan,pendekatan kewilayahan,prerequisite,1
konsep analisis lingkungan,analisis keruangan,prerequisite,1
konsep analisis lingkungan,analisis lingkungan,prerequisite,1
empat tahap aksi sosial,q_8932537493,has_question,1
empat tahap aksi sosial,implementasi tahap pelaksanaan,successor,1
empat tahap aksi sosial,pentingnya monitoring dan evaluasi,successor,1
empat tahap aksi sosial,siklus proses,peer,1
empat tahap aksi sosial,perencanaan sebagai fondasi,peer,1
empat tahap aksi sosial,identifikasi gejala sosial,peer,1
siklus proses,q_8932537493,has_question,1
siklus proses,implementasi tahap pelaksanaan,successor,1
siklus proses,pentingnya monitoring dan evaluasi,successor,1
siklus proses,empat tahap aksi sosial,peer,1
siklus proses,perencanaan sebagai fondasi,peer,1
siklus proses,identifikasi gejala sosial,peer,1
perencanaan sebagai fondasi,q_8932537493,has_question,1
perencanaan sebagai fondasi,implementasi tahap pelaksanaan,successor,1
perencanaan sebagai fondasi,pentingnya monitoring dan evaluasi,successor,1
perencanaan sebagai fondasi,empat tahap aksi sosial,peer,1
perencanaan sebagai fondasi,siklus proses,peer,1
perencanaan sebagai fondasi,identifikasi gejala sosial,peer,1
q_8932537493,menganalisis,requires_method,1
pengenalan empat tahap aksi sosial,empat tahap aksi sosial,prerequisite,1
pengenalan empat tahap aksi sosial,siklus proses,prerequisite,1
pengenalan empat tahap aksi sosial,perencanaan sebagai fondasi,prerequisite,1
pengenalan empat tahap aksi sosial,identifikasi gejala sosial,prerequisite,1
asas keanggotaan budi utomo,q_87b213065a,has_question,1
asas keanggotaan budi utomo,perkembangan organisasi pergerakan selanjutnya,successor,1
asas keanggotaan budi utomo,faktor pendorong pergerakan nasional,successor,1
asas keanggotaan budi utomo,asas keanggotaan sarekat islam,peer,1
asas keanggotaan budi utomo,asas keanggotaan indische partij,peer,1
asas keanggotaan budi utomo,pengaruh perbedaan asas terhadap basis massa,peer,1
asas keanggotaan sarekat islam,q_87b213065a,has_question,1
asas keanggotaan sarekat islam,perkembangan organisasi pergerakan selanjutnya,successor,1
asas keanggotaan sarekat islam,faktor pendorong pergerakan nasional,successor,1
asas keanggotaan sarekat islam,asas keanggotaan budi utomo,peer,1
asas keanggotaan sarekat islam,asas keanggotaan indische partij,peer,1
asas keanggotaan sarekat islam,pengaruh perbedaan asas terhadap basis massa,peer,1
asas keanggotaan indische partij,q_87b213065a,has_question,1
asas keanggotaan indische partij,perkembangan organisasi pergerakan selanjutnya,successor,1
asas keanggotaan indische partij,faktor pendorong pergerakan nasional,successor,1
asas keanggotaan indische partij,asas keanggotaan budi utomo,peer,1
asas keanggotaan indische partij,asas keanggotaan sarekat islam,peer,1
asas keanggotaan indische partij,pengaruh perbedaan asas terhadap basis massa,peer,1
pengaruh perbedaan asas terhadap basis massa,q_87b213065a,has_question,1
pengaruh perbedaan asas terhadap basis massa,perkembangan organisasi pergerakan selanjutnya,successor,1
pengaruh perbedaan asas terhadap basis massa,faktor pendorong pergerakan nasional,successor,1
pengaruh perbedaan asas terhadap basis massa,asas keanggotaan budi utomo,peer,1
pengaruh perbedaan asas terhadap basis massa,asas keanggotaan sarekat islam,peer,1
pengaruh perbedaan asas terhadap basis massa,asas keanggotaan indische partij,peer,1
q_87b213065a,menganalisis,requires_method,1
pemahaman tentang nasionalisme indonesia,asas keanggotaan budi utomo,prerequisite,1
pemahaman tentang nasionalisme indonesia,asas keanggotaan sarekat islam,prerequisite,1
pemahaman tentang nasionalisme indonesia,asas keanggotaan indische partij,prerequisite,1
pemahaman tentang nasionalisme indonesia,pengaruh perbedaan asas terhadap basis massa,prerequisite,1
pemahaman tentang nasionalisme indonesia,nasionalisme indonesia,prerequisite,1
pemahaman tentang nasionalisme indonesia,pendidikan budi utomo,prerequisite,1
pemahaman tentang nasionalisme indonesia,program kerja organisasi mahasiswa,prerequisite,1
pemahaman tentang nasionalisme indonesia,pembangunan daerah tertinggal,prerequisite,1
pengetahuan tentang organisasi pergerakan awal,asas keanggotaan budi utomo,prerequisite,1
pengetahuan tentang organisasi pergerakan awal,asas keanggotaan sarekat islam,prerequisite,1
pengetahuan tentang organisasi pergerakan awal,asas keanggotaan indische partij,prerequisite,1
pengetahuan tentang organisasi pergerakan awal,pengaruh perbedaan asas terhadap basis massa,prerequisite,1
pemberontakan prri dan penyebarannya,ketidakseimbangan pusat-daerah,has_concept,1
pemberontakan prri dan penyebarannya,alokasi dana pembangunan,has_concept,1
pemberontakan prri dan penyebarannya,pemberontakan prri/di/tii,has_concept,1
pemberontakan prri dan penyebarannya,faktor penyebaran konflik,has_concept,1
ketidakseimbangan pusat-daerah,q_6975fdf5f4,has_question,1
ketidakseimbangan pusat-daerah,dampak pemberontakan prri,successor,1
ketidakseimbangan pusat-daerah,struktur pemerintahan pasca-konflik,successor,1
ketidakseimbangan pusat-daerah,alokasi dana pembangunan,peer,1
ketidakseimbangan pusat-daerah,pemberontakan prri/di/tii,peer,1
ketidakseimbangan pusat-daerah,faktor penyebaran konflik,peer,1
ketidakseimbangan pusat-daerah,q_c21782e531,has_question,1
ketidakseimbangan pusat-daerah,dampak pemberontakan daerah,successor,1
ketidakseimbangan pusat-daerah,struktur pemerintahan era demokrasi liberal,successor,1
ketidakseimbangan pusat-daerah,pemberontakan di/tii jawa barat,peer,1
ketidakseimbangan pusat-daerah,pemberontakan daerah lain,peer,1
ketidakseimbangan pusat-daerah,motivasi pemberontakan,peer,1
alokasi dana pembangunan,q_6975fdf5f4,has_question,1
alokasi dana pembangunan,dampak pemberontakan prri,successor,1
alokasi dana pembangunan,struktur pemerintahan pasca-konflik,successor,1
alokasi dana pembangunan,ketidakseimbangan pusat-daerah,peer,1
alokasi dana pembangunan,pemberontakan prri/di/tii,peer,1
alokasi dana pembangunan,faktor penyebaran konflik,peer,1
alokasi dana pembangunan,q_e90aad2c97,has_question,1
alokasi dana pembangunan,penyelesaian konflik politik indonesia,successor,1
alokasi dana pembangunan,pemberontakan di/tii,successor,1
alokasi dana pembangunan,ketidakseimbangan relasi pusat dan daerah,peer,1
alokasi dana pembangunan,pemberontakan prri,peer,1
pemberontakan prri/di/tii,q_6975fdf5f4,has_question,1
pemberontakan prri/di/tii,dampak pemberontakan prri,successor,1
pemberontakan prri/di/tii,struktur pemerintahan pasca-konflik,successor,1
pemberontakan prri/di/tii,ketidakseimbangan pusat-daerah,peer,1
pemberontakan prri/di/tii,alokasi dana pembangunan,peer,1
pemberontakan prri/di/tii,faktor penyebaran konflik,peer,1
faktor penyebaran konflik,q_6975fdf5f4,has_question,1
faktor penyebaran konflik,dampak pemberontakan prri,successor,1
faktor penyebaran konflik,struktur pemerintahan pasca-konflik,successor,1
faktor penyebaran konflik,ketidakseimbangan pusat-daerah,peer,1
faktor penyebaran konflik,alokasi dana pembangunan,peer,1
faktor penyebaran konflik,pemberontakan prri/di/tii,peer,1
q_6975fdf5f4,analisis,requires_method,1
sejarah pemerintahan indonesia,perbandingan sistem pemerintahan ris dan nkri,has_subtopic,1
sejarah pemerintahan indonesia,perubahan sistem pemerintahan pasca proklamasi,has_subtopic,1
perbandingan sistem pemerintahan ris dan nkri,sistem pemerintahan ris (parlementer),has_concept,1
perbandingan sistem pemerintahan ris dan nkri,sistem pemerintahan nkri (17 agustus 1950),has_concept,1
perbandingan sistem pemerintahan ris dan nkri,persamaan sistem pemerintahan,has_concept,1
sistem pemerintahan ris (parlementer),q_0b563d888c,has_question,1
sistem pemerintahan ris (parlementer),perkembangan sistem pemerintahan setelah kemerdekaan,successor,1
sistem pemerintahan ris (parlementer),sistem pemerintahan nkri (17 agustus 1950),peer,1
sistem pemerintahan ris (parlementer),persamaan sistem pemerintahan,peer,1
sistem pemerintahan nkri (17 agustus 1950),q_0b563d888c,has_question,1
sistem pemerintahan nkri (17 agustus 1950),perkembangan sistem pemerintahan setelah kemerdekaan,successor,1
sistem pemerintahan nkri (17 agustus 1950),sistem pemerintahan ris (parlementer),peer,1
sistem pemerintahan nkri (17 agustus 1950),persamaan sistem pemerintahan,peer,1
persamaan sistem pemerintahan,q_0b563d888c,has_question,1
persamaan sistem pemerintahan,perkembangan sistem pemerintahan setelah kemerdekaan,successor,1
persamaan sistem pemerintahan,sistem pemerintahan ris (parlementer),peer,1
persamaan sistem pemerintahan,sistem pemerintahan nkri (17 agustus 1950),peer,1
q_0b563d888c,menganalisis,requires_method,1
peran csr dalam model pemberdayaan,pemberdayaan komunitas,has_concept,1
peran csr dalam model pemberdayaan,corporate social responsibility (csr),has_concept,1
peran csr dalam model pemberdayaan,model pemberdayaan top-down,has_concept,1
peran csr dalam model pemberdayaan,model pemberdayaan bottom-up,has_concept,1
corporate social responsibility (csr),q_48d599ef7f,has_question,1
corporate social responsibility (csr),keunggulan dan kelemahan model pemberdayaan,successor,1
corporate social responsibility (csr),implementasi csr dalam pembangunan,successor,1
corporate social responsibility (csr),pemberdayaan komunitas,peer,2
corporate social responsibility (csr),model pemberdayaan top-down,peer,1
corporate social responsibility (csr),model pemberdayaan bottom-up,peer,1
corporate social responsibility (csr),q_72653344a8,has_question,1
corporate social responsibility (csr),analisis kelebihan dan kelemahan model,successor,1
corporate social responsibility (csr),strategi implementasi pemberdayaan,successor,1
corporate social responsibility (csr),model top-down,peer,1
corporate social responsibility (csr),model bottom-up,peer,1
model pemberdayaan bottom-up,q_48d599ef7f,has_question,1
model pemberdayaan bottom-up,pemberdayaan komunitas,prerequisite,2
model pemberdayaan bottom-up,corporate social responsibility (csr),prerequisite,2
model pemberdayaan bottom-up,model pemberdayaan top-down,prerequisite,3
model pemberdayaan bottom-up,keunggulan dan kelemahan model pemberdayaan,successor,1
model pemberdayaan bottom-up,implementasi csr dalam pembangunan,successor,1
model pemberdayaan bottom-up,q_96bf442aca,has_question,1
