id,type,label,bloom_level,difficulty,frequency
q_7f1a64a448,question,Tentukan mana yang lebih prioritas untuk pemerintah Indonesia saat ini: mengalokasikan dana untuk pembangunan fisik komp,C5-Mengevaluasi,5.0,
analisis prioritas kebijakan,concept,Analisis prioritas kebijakan,,,
perumusan kebijakan publik,concept,Perumusan Kebijakan Publik,,,
analisis dampak program pembangunan,concept,Analisis Dampak Program Pembangunan,,,
pendidikan kewarganegaraan/sosial,topic_coarse,Pendidikan Kewarganegaraan/Sosial,,,
efektivitas kampanye lingkungan,topic_fine,Efektivitas Kampanye Lingkungan,,,
kampanye lingkungan recycle,concept,Kampanye Lingkungan Recycle,C5-Mengevaluasi,4.0,1.0
pendekatan holistik 5r,concept,Pendekatan Holistik 5R,C5-Mengevaluasi,4.0,1.0
keberlanjutan lingkungan,concept,Keberlanjutan Lingkungan,C5-Mengevaluasi,4.0,1.0
q_84913b31d6,question,Nilailah efektivitas kampanye lingkungan yang hanya berfokus pada 'Recycle' (daur ulang) dibandingkan dengan pendekatan ,C5-Mengevaluasi,4.0,
konsep dasar pengelolaan sampah,concept,Konsep dasar pengelolaan sampah,,,
perencanaan kebijakan lingkungan,concept,Perencanaan Kebijakan Lingkungan,,,
tujuan voc dan monopoli,topic_fine,Tujuan VOC dan Monopoli,,,
tujuan voc,concept,Tujuan VOC,C5-Mengevaluasi,5.0,1.0
monopoli perdagangan,concept,Monopoli perdagangan,C5-Mengevaluasi,5.0,1.0
persaingan pedagang,concept,Persaingan pedagang,C5-Mengevaluasi,5.0,1.0
keberhasilan strategi,concept,Keberhasilan strategi,C5-Mengevaluasi,5.0,1.0
q_8879a9f9d6,question,"Evaluasilah, apakah tujuan utama VOC untuk 'menghindari persaingan tidak sehat' antar pedagang Belanda dapat dianggap be",C5-Mengevaluasi,5.0,
latar belakang kolonialisme di indonesia,concept,Latar belakang kolonialisme di Indonesia,,,
dampak kebijakan monopoli,concept,Dampak kebijakan monopoli,,,
perbandingan strategi perdagangan,concept,Perbandingan strategi perdagangan,,,
pemberontakan daerah era demokrasi liberal,topic_fine,Pemberontakan Daerah Era Demokrasi Liberal,,,
di/tii,concept,DI/TII,C5-Mengevaluasi,5.0,1.0
prri/permesta,concept,PRRI/Permesta,C5-Mengevaluasi,4.0,2.0
ancaman disintegrasi pancasila,concept,Ancaman disintegrasi Pancasila,C5-Mengevaluasi,5.0,1.0
q_0afda0f534,question,"Di antara DI/TII dan PRRI/Permesta, manakah yang menurut Anda merupakan ancaman disintegrasi paling berbahaya bagi Panca",C5-Mengevaluasi,5.0,
dampak pemberontakan daerah,concept,Dampak Pemberontakan Daerah,,,
pancasila sebagai ideologi negara,concept,Pancasila sebagai Ideologi Negara,,,
sosiologi dan etika sosial,topic_coarse,Sosiologi dan Etika Sosial,,,
harmoni sosial dan isu lingkungan,topic_fine,Harmoni Sosial dan Isu Lingkungan,,,
harmoni dengan alam,concept,Harmoni dengan Alam,C5-Mengevaluasi,5.0,1.0
kesejahteraan bersama,concept,Kesejahteraan Bersama,C5-Mengevaluasi,5.0,1.0
hubungan antarmanusia,concept,Hubungan Antarmanusia,C5-Mengevaluasi,5.0,1.0
q_fe77a0b11d,question,Nilailah urgensi memasukkan 'harmoni dengan alam' dalam pembahasan harmoni sosial. Apakah isu lingkungan sama pentingnya,C5-Mengevaluasi,5.0,
demografi kependudukan,topic_coarse,Demografi Kependudukan,,,
klasifikasi pertumbuhan penduduk,topic_fine,Klasifikasi Pertumbuhan Penduduk,,,
pertumbuhan penduduk indonesia,concept,Pertumbuhan penduduk Indonesia,C5-Mengevaluasi,5.0,1.0
tantangan pembangunan berkelanjutan,concept,Tantangan pembangunan berkelanjutan,C5-Mengevaluasi,5.0,1.0
q_1f09f53584,question,"Berdasarkan teks, pertumbuhan penduduk Indonesia sebesar 1,49% per tahun digolongkan sebagai kategori 'sedang'. Berikan ",C5-Mengevaluasi,5.0,
definisi penduduk dan dinamika penduduk,concept,Definisi penduduk dan dinamika penduduk,,,
analisis dampak kebijakan kependudukan,concept,Analisis dampak kebijakan kependudukan,,,
solusi pengendalian pertumbuhan penduduk,concept,Solusi pengendalian pertumbuhan penduduk,,,
ekologi dan geografi,topic_coarse,Ekologi dan Geografi,,,
persebaran flora dan adaptasi lingkungan,topic_fine,Persebaran Flora dan Adaptasi Lingkungan,,,
pengaruh iklim terhadap pertanian,concept,Pengaruh Iklim terhadap Pertanian,C5-Mengevaluasi,4.0,1.0
klasifikasi zona ketinggian,concept,Klasifikasi Zona Ketinggian,C5-Mengevaluasi,4.0,1.0
efektivitas budidaya padi,concept,Efektivitas Budidaya Padi,C5-Mengevaluasi,4.0,1.0
q_552765ba7f,question,"Berdasarkan klasifikasi zona ketinggian, nilaialah efektivitas menanam padi di ketinggian 1.600 meter. Jelaskan alasan p",C5-Mengevaluasi,4.0,
pengertian iklim dan unsur-unsur iklim,concept,Pengertian Iklim dan Unsur-unsur Iklim,,,
sistem pertanian berbasis ketinggian,concept,Sistem Pertanian Berbasis Ketinggian,,,
manajemen keuangan pribadi,topic_coarse,Manajemen Keuangan Pribadi,,,
perbandingan instrumen keuangan jangka panjang,topic_fine,Perbandingan Instrumen Keuangan Jangka Panjang,,,
menabung di bank,concept,Menabung di bank,C5-Mengevaluasi,5.0,1.0
berinvestasi emas,concept,Berinvestasi emas,C5-Mengevaluasi,5.0,1.0
tujuan jangka panjang,concept,Tujuan jangka panjang,C5-Mengevaluasi,5.0,1.0
justifikasi/argumentasi,concept,Justifikasi/Argumentasi,C5-Mengevaluasi,5.0,1.0
q_a68cc7eb61,question,"Menurut pendapatmu, antara menabung di bank dan berinvestasi emas, manakah pilihan yang lebih superior untuk tujuan jang",C5-Mengevaluasi,5.0,
"konsep dasar pengelolaan keuangan (uang, pendapatan, tabungan, investasi)",concept,"Konsep dasar pengelolaan keuangan (uang, pendapatan, tabungan, investasi)",,,
strategi alokasi aset,concept,Strategi alokasi aset,,,
pemanfaatan berkelanjutan,topic_fine,Pemanfaatan Berkelanjutan,C5-Mengevaluasi,5.0,1.0
ancaman keberlanjutan,concept,Ancaman Keberlanjutan,C5-Mengevaluasi,5.0,1.0
q_5110019e9c,question,Kritisi pernyataan bahwa keanekaragaman hayati dapat dimanfaatkan secara berkelanjutan. Faktor-faktor apa saja di luar t,C5-Mengevaluasi,5.0,
strategi konservasi keanekaragaman hayati,concept,Strategi Konservasi Keanekaragaman Hayati,,,
pentingnya pengelolaan keuangan,topic_fine,Pentingnya Pengelolaan Keuangan,,,
dampak kurangnya literasi finansial,concept,Dampak Kurangnya Literasi Finansial,C5-Mengevaluasi,4.0,1.0
kritik pandangan umum,concept,Kritik Pandangan Umum,C5-Mengevaluasi,4.0,1.0
pentingnya pengelolaan keuangan untuk semua,concept,Pentingnya Pengelolaan Keuangan untuk Semua,C5-Mengevaluasi,4.0,1.0
q_9b75ecd23b,question,Kritiklah pandangan umum yang keliru di masyarakat bahwa kemampuan mengelola keuangan hanya diperlukan oleh orang kaya. ,C5-Mengevaluasi,4.0,
pemahaman konsep literasi finansial,concept,Pemahaman konsep Literasi Finansial,,,
strategi pengelolaan keuangan efektif,concept,Strategi Pengelolaan Keuangan Efektif,,,
pengungkapan dalam laporan keuangan,topic_fine,Pengungkapan dalam Laporan Keuangan,,,
catatan atas laporan keuangan,concept,Catatan Atas Laporan Keuangan,C5-Mengevaluasi,5.0,1.0
pengungkapan informasi,concept,Pengungkapan Informasi,C5-Mengevaluasi,5.0,1.0
pengguna laporan keuangan,concept,Pengguna Laporan Keuangan,C5-Mengevaluasi,5.0,1.0
q_7b08386975,question,Sebuah perusahaan memutuskan untuk tidak mengungkapkan dalam 'Catatan Atas Laporan Keuangan' bahwa mereka sedang menghad,C5-Mengevaluasi,5.0,
prinsip pengungkapan akuntansi,concept,Prinsip Pengungkapan Akuntansi,,,
asumsi dan pengakuan dalam akuntansi,concept,Asumsi dan Pengakuan dalam Akuntansi,,,
standar pelaporan keuangan,concept,Standar Pelaporan Keuangan,,,
kritik kebijakan nasakom,topic_fine,Kritik Kebijakan Nasakom,,,
kebijakan nasakom,concept,Kebijakan Nasakom,C5-Mengevaluasi,5.0,1.0
integrasi ideologi,concept,Integrasi Ideologi,C5-Mengevaluasi,5.0,1.0
strategi politik berkelanjutan,concept,Strategi Politik Berkelanjutan,C5-Mengevaluasi,5.0,1.0
q_d8cff5d428,question,"Kritiklah kebijakan Nasakom. Menurut Anda, apakah upaya menyatukan tiga ideologi yang berbeda secara fundamental merupak",C5-Mengevaluasi,5.0,
konsep ideologi pancasila,concept,Konsep Ideologi Pancasila,,,
sejarah orde lama,concept,Sejarah Orde Lama,,,
analisis kebijakan politik,concept,Analisis Kebijakan Politik,,,
perkembangan politik indonesia,concept,Perkembangan Politik Indonesia,,,
sosiologi dan lembaga sosial,topic_coarse,Sosiologi dan Lembaga Sosial,,,
efektivitas sanksi dalam era digital,topic_fine,Efektivitas Sanksi dalam Era Digital,,,
sanksi (celaan),concept,Sanksi (Celaan),C5-Mengevaluasi,5.0,1.0
penegakan norma,concept,Penegakan Norma,C5-Mengevaluasi,5.0,1.0
q_f4f1a4a084,question,"Menurut Anda, apakah sanksi berupa 'celaan' cukup efektif untuk menegakkan norma pada tingkatan Cara (Usage) di era digi",C5-Mengevaluasi,5.0,
konsep norma sosial,concept,Konsep Norma Sosial,,,
peran teknologi dalam pembentukan norma,concept,Peran Teknologi dalam Pembentukan Norma,,,
teori kontrol sosial,concept,Teori Kontrol Sosial,,,
prioritas penanganan bencana perkotaan,topic_fine,Prioritas penanganan bencana perkotaan,,,
kapasitas fisik,concept,Kapasitas Fisik,C5-Mengevaluasi,5.0,1.0
q_f5b6b9a5f8,question,"Menurut Anda, manakah yang lebih prioritas untuk ditangani di wilayah perkotaan padat penduduk seperti Jakarta yang rawa",C5-Mengevaluasi,5.0,
penilaian risiko bencana,concept,Penilaian Risiko Bencana,,,
peran dan sifat atmosfer,topic_fine,Peran dan Sifat Atmosfer,,,
peran atmosfer dalam menjaga suhu bumi,concept,Peran atmosfer dalam menjaga suhu bumi,C5-Mengevaluasi,5.0,1.0
sifat atmosfer (komposisi dan fungsi),concept,Sifat atmosfer (komposisi dan fungsi),C5-Mengevaluasi,5.0,1.0
q_6ec2f3e555,question,"Kritiklah gagasan bahwa pemanasan global adalah fenomena alam biasa yang tidak perlu dikhawatirkan, dengan menggunakan i",C5-Mengevaluasi,5.0,
solusi mitigasi pemanasan global,concept,Solusi mitigasi pemanasan global,,,
analisis kebijakan anggaran apbn,topic_fine,Analisis Kebijakan Anggaran APBN,,,
keadilan alokasi anggaran,concept,Keadilan alokasi anggaran,C5-Mengevaluasi,5.0,1.0
prioritas belanja pemerintah,concept,Prioritas belanja pemerintah,C5-Mengevaluasi,5.0,1.0
q_b6ac6b6192,question,Nilailah kebijakan pemerintah yang menaikkan anggaran Perlinsos. Apakah langkah ini sudah adil jika dilihat dari kemungk,C5-Mengevaluasi,5.0,
pemahaman tentang fungsi dan komponen apbn,concept,Pemahaman tentang fungsi dan komponen APBN,,,
pemahaman tentang konsep keadilan dalam alokasi sumber daya,concept,Pemahaman tentang konsep keadilan dalam alokasi sumber daya,,,
analisis dampak kebijakan fiskal terhadap sektor lain,concept,Analisis dampak kebijakan fiskal terhadap sektor lain,,,
perumusan kebijakan fiskal yang berkelanjutan,concept,Perumusan kebijakan fiskal yang berkelanjutan,,,
geopolitik internasional,topic_coarse,Geopolitik Internasional,,,
aspek geografis dalam politik,topic_fine,Aspek Geografis dalam Politik,,,
"aspek geopolitik (lokasi, luas, sumber daya)",concept,"Aspek Geopolitik (Lokasi, Luas, Sumber Daya)",C5-Mengevaluasi,4.0,1.0
lokasi strategis indonesia,concept,Lokasi Strategis Indonesia,C6-Mencipta,5.0,2.0
q_35e50b49da,question,Evaluasilah pernyataan: 'Luasnya wilayah Indonesia lebih memberikan tantangan daripada keuntungan dalam menjalin kerja s,C5-Mengevaluasi,4.0,
analisis keuntungan dan tantangan geopolitik,concept,Analisis Keuntungan dan Tantangan Geopolitik,,,
studi kasus kerja sama internasional,concept,Studi Kasus Kerja Sama Internasional,,,
faktor pendorong kedatangan bangsa eropa,topic_fine,Faktor Pendorong Kedatangan Bangsa Eropa,,,
motivasi 3g,concept,Motivasi 3G,C5-Mengevaluasi,5.0,1.0
dampak revolusi industri,concept,Dampak Revolusi Industri,C5-Mengevaluasi,5.0,1.0
q_2c74d3c1d8,question,"Menurut Anda, faktor pendorong manakah yang memiliki pengaruh terkuat bagi bangsa-bangsa Eropa untuk datang ke Indonesia",C5-Mengevaluasi,5.0,
pengetahuan tentang kondisi geografis indonesia,concept,Pengetahuan tentang kondisi geografis Indonesia,,,
pemahaman tentang kolonialisme,concept,Pemahaman tentang kolonialisme,,,
analisis dampak kolonialisme,concept,Analisis dampak kolonialisme,,,
perbandingan faktor pendorong kolonialisme,concept,Perbandingan faktor pendorong kolonialisme,,,
ekonomi lingkungan,topic_coarse,Ekonomi Lingkungan,,,
kritik model penebangan kayu,topic_fine,Kritik Model Penebangan Kayu,,,
model ekonomi berbasis penebangan kayu,concept,Model Ekonomi Berbasis Penebangan Kayu,C5-Mengevaluasi,4.0,1.0
reboisasi,concept,Reboisasi,C5-Mengevaluasi,4.0,1.0
dampak jangka panjang,concept,Dampak Jangka Panjang,C5-Mengevaluasi,5.0,2.0
ekonomi dan lingkungan,concept,Ekonomi dan Lingkungan,C5-Mengevaluasi,4.0,1.0
q_bf4ebba29a,question,Kritiklah model ekonomi yang hanya mengandalkan penebangan kayu bernilai tinggi seperti jati tanpa program reboisasi yan,C5-Mengevaluasi,4.0,
konsep dasar ekonomi sumber daya alam,concept,Konsep dasar ekonomi sumber daya alam,,,
prinsip keberlanjutan lingkungan,concept,Prinsip keberlanjutan lingkungan,,,
solusi ekonomi berkelanjutan,concept,Solusi Ekonomi Berkelanjutan,,,
kebijakan lingkungan,concept,Kebijakan Lingkungan,,,
dampak tindakan manusia pada ekologi,topic_fine,Dampak Tindakan Manusia pada Ekologi,,,
persebaran flora dan fauna,concept,Persebaran Flora dan Fauna,C6-Mencipta,5.0,2.0
"faktor pengaruh persebaran (iklim, tanah, manusia)",concept,"Faktor Pengaruh Persebaran (Iklim, Tanah, Manusia)",C5-Mengevaluasi,5.0,1.0
dampak tindakan manusia,concept,Dampak Tindakan Manusia,C5-Mengevaluasi,5.0,1.0
aspek ekologis,concept,Aspek Ekologis,C5-Mengevaluasi,5.0,1.0
q_e3a7e6fac3,question,Evaluasilah dampak dari tindakan manusia memindahkan tanaman kurma ke Indonesia. Apakah tindakan ini lebih banyak member,C5-Mengevaluasi,5.0,
analisis dampak perubahan lingkungan,concept,Analisis dampak perubahan lingkungan,,,
efektivitas skala prioritas,topic_fine,Efektivitas Skala Prioritas,,,
skala prioritas,concept,Skala Prioritas,C5-Mengevaluasi,4.0,1.0
q_f8af594888,question,Nilailah efektivitas penggunaan 'skala prioritas' sebagai alat untuk melawan gaya hidup konsumtif di kalangan remaja. Se,C5-Mengevaluasi,4.0,
strategi pengendalian keuangan,concept,Strategi Pengendalian Keuangan,,,
perilaku keuangan remaja,concept,Perilaku Keuangan Remaja,,,
penanganan dan penghentian konflik,topic_fine,Penanganan dan Penghentian Konflik,,,
penghentian konflik,concept,Penghentian Konflik,C5-Mengevaluasi,5.0,1.0
q_174e5f39e9,question,Kritiklah gagasan bahwa konflik bisa dihentikan sepenuhnya. Apakah 'manajemen konflik' merupakan pengakuan bahwa konflik,C5-Mengevaluasi,5.0,
tahapan perkembangan konflik,concept,Tahapan perkembangan konflik,,,
dampak konflik,concept,Dampak konflik,,,
jenis dan solusi pengangguran,topic_fine,Jenis dan Solusi Pengangguran,,,
proyek padat karya,concept,Proyek Padat Karya,C5-Mengevaluasi,4.0,1.0
solusi jangka panjang/pendek,concept,Solusi Jangka Panjang/Pendek,C5-Mengevaluasi,4.0,1.0
q_8d40977a0c,question,"Evaluasilah, apakah ""Kebijakan Fiskal"" (proyek padat karya) adalah solusi jangka panjang atau jangka pendek untuk pengan",C5-Mengevaluasi,4.0,
analisis dampak kebijakan fiskal,concept,Analisis Dampak Kebijakan Fiskal,,,
"versi masuknya islam (abad ke-7, ke-11, ke-13 m)",concept,"Versi masuknya Islam (Abad ke-7, ke-11, ke-13 M)",C5-Mengevaluasi,5.0,1.0
"bukti historis (permukiman, makam, prasasti/relief)",concept,"Bukti historis (Permukiman, Makam, Prasasti/Relief)",C5-Mengevaluasi,5.0,1.0
evaluasi bukti ilmiah,concept,Evaluasi bukti ilmiah,C5-Mengevaluasi,5.0,1.0
q_997664c735,question,"Di antara bukti-bukti yang diajukan untuk setiap teori, manakah yang menurut Anda paling meyakinkan secara ilmiah (misal",C5-Mengevaluasi,5.0,
pengetahuan dasar mengenai teori masuknya islam di nusantara,concept,Pengetahuan dasar mengenai teori masuknya Islam di Nusantara,,,
analisis perbandingan antar teori,concept,Analisis perbandingan antar teori,,,
penelitian sumber primer dan sekunder,concept,Penelitian sumber primer dan sekunder,,,
motivasi penjelajahan samudra,topic_fine,Motivasi Penjelajahan Samudra,,,
motivasi gospel,concept,Motivasi Gospel,C5-Mengevaluasi,5.0,1.0
masyarakat nusantara,concept,Masyarakat Nusantara,C5-Mengevaluasi,5.0,1.0
sistem kepercayaan lokal,concept,Sistem kepercayaan lokal,C5-Mengevaluasi,5.0,1.0
q_de86622edb,question,Berikan kritik terhadap motivasi 'Gospel' dari sudut pandang masyarakat Nusantara yang pada saat itu telah memiliki sist,C5-Mengevaluasi,5.0,
latar belakang sejarah perdagangan rempah-rempah,concept,Latar belakang sejarah perdagangan rempah-rempah,,,
pemahaman tentang agama dan kepercayaan lokal,concept,Pemahaman tentang agama dan kepercayaan lokal,,,
dampak kolonialisme terhadap budaya lokal,concept,Dampak kolonialisme terhadap budaya lokal,,,
perbandingan antara agama dan budaya,concept,Perbandingan antara agama dan budaya,,,
optimalisasi pemanfaatan sumber daya,topic_fine,Optimalisasi Pemanfaatan Sumber Daya,,,
keanekaragaman hayati indonesia,concept,Keanekaragaman Hayati Indonesia,C6-Mencipta,5.0,2.0
investasi nasional,concept,Investasi Nasional,C5-Mengevaluasi,5.0,1.0
pengembangan saintek,concept,Pengembangan Saintek,C5-Mengevaluasi,5.0,1.0
q_629d4129bb,question,"Di antara dua cara optimalisasi pemanfaatan (investasi nasional dan pengembangan saintek), manakah yang menurut Anda har",C5-Mengevaluasi,5.0,
pemahaman tentang nilai ekonomi keanekaragaman hayati,concept,Pemahaman tentang nilai ekonomi keanekaragaman hayati,,,
analisis kebijakan prioritas,concept,Analisis Kebijakan Prioritas,,,
efektivitas kerangka 5w+1h dalam dampak laten,topic_fine,Efektivitas kerangka 5W+1H dalam dampak laten,,,
dampak laten konflik,concept,Dampak laten konflik,C5-Mengevaluasi,4.0,1.0
pemecahan konflik,concept,Pemecahan Konflik,C6-Mencipta,5.0,2.0
q_eeb36c124f,question,"Nilailah efektivitas kerangka 5W+1H dalam mengungkap 'dampak laten' sebuah konflik. Apakah kerangka ini cukup, atau perl",C5-Mengevaluasi,4.0,
pemahaman mengenai penelitian berbasis pemecahan konflik,concept,Pemahaman mengenai penelitian berbasis pemecahan konflik,,,
pendekatan analisis konflik lain,concept,Pendekatan analisis konflik lain,,,
efektivitas apbn sebagai shock absorber,topic_fine,Efektivitas APBN sebagai shock absorber,,,
perlindungan ekonomi (shock absorber),concept,Perlindungan Ekonomi (Shock Absorber),C5-Mengevaluasi,5.0,1.0
program perlinsos,concept,Program Perlinsos,C5-Mengevaluasi,5.0,1.0
q_f13a2dbd45,question,"Menurut Anda, seberapa efektif penggunaan APBN sebagai 'shock absorber' ekonomi melalui program Perlinsos? Berikan penil",C5-Mengevaluasi,5.0,
evaluasi kebijakan ekonomi,concept,Evaluasi Kebijakan Ekonomi,,,
efektivitas contoh perubahan kecil,topic_fine,Efektivitas Contoh Perubahan Kecil,,,
pembangunan pasar,concept,Pembangunan Pasar,C5-Mengevaluasi,4.0,1.0
dampak terbatas,concept,Dampak Terbatas,C5-Mengevaluasi,4.0,1.0
q_75d93d5314,question,Beri penilaian terhadap efektivitas contoh 'pembangunan pasar' untuk menjelaskan konsep perubahan kecil. Apakah contoh t,C5-Mengevaluasi,4.0,
klasifikasi bentuk perubahan sosial,concept,Klasifikasi Bentuk Perubahan Sosial,,,
peningkatan belanja negara (g uparrow),concept,Peningkatan Belanja Negara (G uparrow),C6-Mencipta,5.0,2.0
penurunan pajak (t downarrow),concept,Penurunan Pajak (T downarrow),C5-Mengevaluasi,4.0,1.0
q_001e6e14a7,question,"Evaluasilah, di antara dua cara kebijakan ekspansif (menaikkan G atau menurunkan T ), manakah yang dampaknya lebih cepat",C5-Mengevaluasi,4.0,
hubungan regional global,topic_coarse,Hubungan Regional Global,,,
efektivitas organisasi regional vs global,topic_fine,Efektivitas Organisasi Regional vs Global,,,
organisasi regional (asean),concept,Organisasi Regional (ASEAN),C5-Mengevaluasi,4.0,1.0
organisasi global (pbb),concept,Organisasi Global (PBB),C5-Mengevaluasi,4.0,1.0
krisis ekonomi global,concept,Krisis Ekonomi Global,C5-Mengevaluasi,4.0,1.0
kelebihan dan kelemahan organisasi,concept,Kelebihan dan Kelemahan Organisasi,C5-Mengevaluasi,4.0,1.0
q_2873747a81,question,Nilailah efektivitas organisasi regional seperti ASEAN dalam menghadapi masalah berskala global seperti krisis ekonomi. ,C5-Mengevaluasi,4.0,
pemahaman keterkaitan sejarah regional dan global,concept,Pemahaman Keterkaitan Sejarah Regional dan Global,,,
perbandingan struktur tata kelola internasional,concept,Perbandingan Struktur Tata Kelola Internasional,,,
analisis respon kebijakan multilateral,concept,Analisis Respon Kebijakan Multilateral,,,
kriteria pemicu konflik,topic_fine,Kriteria Pemicu Konflik,,,
q_0c9f16a390,question,"Evaluasilah, di antara lima kriteria (Suku Bangsa, Ras, Klan, Agama, Profesi), manakah yang menurut Anda paling rawan me",C5-Mengevaluasi,4.0,
evaluasi rumusan masalah penelitian,topic_fine,Evaluasi Rumusan Masalah Penelitian,,,
definisi penelitian sosial,concept,Definisi Penelitian Sosial,C5-Mengevaluasi,4.0,1.0
kriteria rumusan masalah,concept,Kriteria Rumusan Masalah,C5-Mengevaluasi,4.0,1.0
pengumpulan dan analisis data,concept,Pengumpulan dan Analisis Data,C5-Mengevaluasi,4.0,1.0
q_2b8022df0c,question,Seorang siswa merumuskan masalah penelitian: 'Apakah remaja suka budaya skena?'. Evaluasilah kualitas rumusan masalah in,C5-Mengevaluasi,4.0,
sifat ilmu sosial,concept,Sifat Ilmu Sosial,,,
kesehatan dan pengobatan,topic_coarse,Kesehatan dan Pengobatan,,,
efektivitas program toga,topic_fine,Efektivitas Program TOGA,,,
program toga,concept,Program TOGA,C5-Mengevaluasi,4.0,1.0
pengobatan modern,concept,Pengobatan modern,C5-Mengevaluasi,4.0,1.0
relevansi kesehatan masyarakat,concept,Relevansi kesehatan masyarakat,C5-Mengevaluasi,4.0,1.0
q_7a66ae40f2,question,Nilailah efektivitas program TOGA sebagai alternatif pengobatan modern di era sekarang. Sejauh mana program ini masih re,C5-Mengevaluasi,4.0,
pengetahuan dasar tentang pengobatan tradisional/alternatif,concept,Pengetahuan dasar tentang pengobatan tradisional/alternatif,,,
perbandingan efektivitas pengobatan,concept,Perbandingan efektivitas pengobatan,,,
implementasi program kesehatan masyarakat,concept,Implementasi program kesehatan masyarakat,,,
q_0c29a01015,question,"Berdasarkan ragam bidang kerja sama yang dijelaskan, bidang manakah yang menurut Anda paling berpotensi menimbulkan konf",C5-Mengevaluasi,5.0,
analisis potensi konflik antar negara,concept,Analisis potensi konflik antar negara,,,
implikasi politik bebas aktif,topic_fine,Implikasi Politik Bebas Aktif,,,
politik bebas aktif,concept,Politik Bebas Aktif,C5-Mengevaluasi,5.0,1.0
risiko geopolitik,concept,Risiko Geopolitik,C5-Mengevaluasi,5.0,1.0
q_c635ac9a9c,question,"Evaluasilah risiko yang mungkin dihadapi Indonesia jika tidak menerapkan politik Bebas Aktif (misal, jika memilih salah ",C5-Mengevaluasi,5.0,
blok barat dan blok timur,concept,Blok Barat dan Blok Timur,,,
implementasi kebijakan luar negeri indonesia,concept,Implementasi Kebijakan Luar Negeri Indonesia,,,
penilaian slogan politik,topic_fine,Penilaian Slogan Politik,,,
slogan 'indië voor indiërs',concept,Slogan 'Indië voor Indiërs',C5-Mengevaluasi,5.0,1.0
sentimen kesukuan dan rasial,concept,Sentimen kesukuan dan rasial,C5-Mengevaluasi,5.0,1.0
q_d8e120d588,question,Berikan penilaian kritis terhadap slogan 'Indië voor Indiërs'. Sejauh mana slogan tersebut mampu mengatasi sentimen kesu,C5-Mengevaluasi,5.0,
ideologi kebangsaan,concept,Ideologi Kebangsaan,,,
"identifikasi potensi, masalah, peluang",concept,"Identifikasi Potensi, Masalah, Peluang",C5-Mengevaluasi,4.0,1.0
kelemahan internal komunitas,concept,Kelemahan Internal Komunitas,C5-Mengevaluasi,4.0,1.0
efektivitas program pemberdayaan,concept,Efektivitas Program Pemberdayaan,C5-Mengevaluasi,4.0,1.0
q_b2c0ea1b02,question,Evaluasilah efektivitas sebuah program pemberdayaan jika hanya berfokus pada pemanfaatan 'Opportunities' (peluang) tanpa,C5-Mengevaluasi,4.0,
upaya penguatan nasionalisme,topic_fine,Upaya Penguatan Nasionalisme,,,
upaya mengatasi masalah sosial globalisasi,concept,Upaya mengatasi masalah sosial globalisasi,C5-Mengevaluasi,5.0,1.0
q_8e3fd16133,question,"Dari kelima upaya yang disebutkan, manakah yang menurut Anda paling mendesak untuk diterapkan pada generasi muda saat in",C5-Mengevaluasi,5.0,
pemahaman tentang globalisasi dan tantangan sosial,concept,Pemahaman tentang globalisasi dan tantangan sosial,,,
strategi penanganan isu sosial kontemporer,concept,Strategi penanganan isu sosial kontemporer,,,
sejarah indonesia pasca kmb,topic_coarse,Sejarah Indonesia Pasca KMB,,,
pembubaran republik indonesia serikat,topic_fine,Pembubaran Republik Indonesia Serikat,,,
proses pembubaran ris,concept,Proses pembubaran RIS,C5-Mengevaluasi,4.0,1.0
sentimen persatuan rakyat,concept,Sentimen persatuan rakyat,C5-Mengevaluasi,4.0,1.0
q_6b02fd060a,question,Evaluasilah kecepatan proses pembubaran RIS (kurang dari 1 tahun). Apa yang ditunjukkan oleh fenomena ini mengenai senti,C5-Mengevaluasi,4.0,
perkembangan politik indonesia setelah ris,concept,Perkembangan politik Indonesia setelah RIS,,,
sosiologi/diferensiasi sosial,topic_coarse,Sosiologi/Diferensiasi Sosial,,,
kriteria diferensiasi sosial budaya,topic_fine,Kriteria Diferensiasi Sosial Budaya,,,
keberagaman masyarakat indonesia,concept,Keberagaman Masyarakat Indonesia,C5-Mengevaluasi,5.0,1.0
q_0f4887ed46,question,"Menurut Anda, apakah lima kriteria diferensiasi ini sudah cukup untuk memetakan keberagaman masyarakat Indonesia, atau a",C5-Mengevaluasi,5.0,
jenis-jenis diferensiasi sosial lainnya,concept,Jenis-jenis Diferensiasi Sosial lainnya,,,
penerapan perspektif sosiologi pada kasus sosial,topic_fine,Penerapan Perspektif Sosiologi pada Kasus Sosial,,,
bullying di sekolah,concept,Bullying di Sekolah,C5-Mengevaluasi,4.0,1.0
evaluasi solusi,concept,Evaluasi Solusi,C5-Mengevaluasi,4.0,1.0
q_df3f7e86ae,question,"Evaluasilah, di antara tiga perspektif sosiologi yang ada, manakah yang paling cocok untuk diterapkan dalam kasus bullyi",C5-Mengevaluasi,4.0,
tiga perspektif sosiologi,concept,Tiga Perspektif Sosiologi,,,
analisis kasus sosial,concept,Analisis Kasus Sosial,,,
kritik globalisasi dan dependensi,topic_fine,Kritik Globalisasi dan Dependensi,,,
