Konteks;Pertanyaan;Level Kognitif
"Masyarakat Jaringan (Network Society) adalah tipe masyarakat yang ditopang oleh teknologi informasi dan komunikasi. Konsep ini pertama kali diperkenalkan sebagai """"Nettsamfunn"""" oleh sosiolog Norwegia, Stein Braten, pada tahun 1981. Kemudian, sosiolog Spanyol, Manuel Castells, mempopulerkannya melalui buku """"The Rise of The Network Society"""" (1996). Castells berpendapat bahwa dunia telah beralih dari era industri (produksi barang) ke era informasi (produksi informasi dan pengetahuan), di mana """"jaringan"""" menjadi struktur sosial utamanya. Jaringan ini adalah simpul komunikasi rumit yang memungkinkan individu terhubung secara online tanpa harus bertemu secara fisik. Hampir semua orang adalah bagian dari masyarakat ini, baik secara langsung sebagai pengguna internet (netizen/warganet) maupun tidak langsung, seperti data pelajar yang terdata digital di kementerian. Sosiolog Belanda, Jan Van Dijk, mengidentifikasi tiga ciri masyarakat jaringan: 1) Individualisasi, yaitu pemisahan individu secara fisik karena fokus pada media komunikasi seperti smartphone. 2) Gaya hidup dinamis, di mana tren baru muncul dengan cepat dari pembahasan di media sosial.  dan 3) Jejaring koneksi yang tersebar, yaitu pemerataan akses komunikasi yang menghubungkan orang dari berbagai wilayah. Di Indonesia, data dari We Are Social menunjukkan ada 175,4 juta pengguna internet (64% dari total penduduk) dengan 160 juta akun media sosial aktif. Aplikasi terpopuler secara berurutan adalah YouTube, WhatsApp, dan Facebook. Untuk menavigasi dunia digital ini, konsultan pendidikan Mike Ribble merumuskan tiga prinsip interaksi: 1) Respect (menghargai), yaitu menjaga sopan santun meski tidak bertemu langsung,  2) Educate (terdidik), yaitu memiliki pemahaman yang baik dan terus belajar menggunakan teknologi dengan tepat dan 3) Protect (perlindungan), yaitu menjaga keamanan diri dari kejahatan virtual, misalnya dengan melindungi kata sandi dan data pribadi.";Menurut laporan We Are Social, aplikasi apa yang paling banyak digunakan oleh pengguna media sosial di Indonesia?;C1-Mengingat
Interaksi sosial dalam masyarakat dapat memunculkan status sosial dan peran sosial. Status sosial adalah posisi sosial definitif seseorang dalam struktur sosial, dan setiap orang memilikinya, meskipun ada yang lebih tinggi prestisenya. Contohnya, di rumah sakit terdapat status dokter, perawat, dan pasien, di mana dokter memiliki prestise tertinggi. Terdapat tiga jenis status sosial: 1) Assigned status, yaitu status yang diberikan masyarakat atau mandat karena jasa seseorang, contohnya Ir. Sukarno dan Moh. Hatta yang diberi gelar Bapak Proklamator. 2) Achieved status, yaitu kedudukan yang dicapai melalui usaha pribadi, seperti menjadi dokter, guru, atau pianis. 3) Ascribed status, yaitu status yang diperoleh melalui kelahiran secara tidak sengaja, seperti menjadi anak bangsawan, seorang laki-laki atau perempuan, atau menjadi suku Batak. Seseorang dapat memiliki kumpulan status yang berbeda secara bersamaan (misalnya seorang kepala sekolah juga seorang ibu dan ketua PKK) dan status ini dapat berubah seiring waktu. Terkadang, status sosial dapat disalahgunakan, seperti seorang influencer yang memanfaatkannya untuk keuntungan pribadi atau penipuan. Beriringan dengan status, ada peran sosial, yaitu perilaku yang diharapkan dari seseorang dengan status tertentu. Misalnya, seorang kepala sekolah diharapkan memberi arahan, memimpin rapat, dan menjadi teladan. Kumpulan peran yang melekat pada satu status disebut kumpulan peran (role set). Ketika peran dari status-status yang berbeda saling bertentangan, terjadilah konflik peran (contoh: seorang kepala sekolah yang juga ibu kesulitan menghadiri wisuda anaknya karena harus memimpin wisuda di sekolahnya). Sementara itu, ketegangan peran terjadi ketika dua atau lebih peran yang terkait dengan satu status mengalami konflik (contoh: kepala sekolah harus menandatangani dokumen penting saat bersamaan harus menghadiri rapat di dinas pendidikan). ;Status sosial yang diperoleh seseorang melalui kelahiran disebut...;C1-Mengingat
"Ketahanan wilayah adalah wujud ketahanan nasional di daerah, yang didefinisikan sebagai kondisi dinamis suatu wilayah yang berisi keuletan dan ketangguhan untuk mengembangkan kekuatan dalam menghadapi segala ancaman dan gangguan. Kualitas ketahanan ini ditentukan oleh sumber daya manusia (intelektual, moral, kepemimpinan), stabilitas sosial, ekonomi rakyat, keamanan, dan kesadaran bela negara. Perwujudannya dapat dicapai dengan memanfaatkan potensi daerah dan menjalin kerja sama antarwilayah. Salah satu bentuk kerja sama internasional adalah 'sister city' (antar kota) atau 'sister province' (antar provinsi), yaitu kerja sama antara dua daerah dari negara berbeda yang memiliki kesamaan demografis atau kepentingan untuk tujuan ekonomi, promosi budaya, dan lainnya. Landasan hukum kerja sama ini diatur dalam UU No. 23/2014, PP No. 28/2018, dan Permendagri No. 25/2020, yang menekankan prinsip saling menguntungkan untuk kesejahteraan rakyat. Ketahanan wilayah ditopang oleh tiga unsur pokok: 1) Unsur Fisik (tanah, air, udara, flora, fauna), di mana kota sering bekerja sama dengan desa untuk memenuhi kebutuhan pangan; 2) Unsur Nonfisik (kualitas dan kuantitas penduduk yang seimbang dengan daya dukung wilayah); dan 3) Infrastruktur, yang terbagi menjadi Infrastruktur Fisik (jaringan jalan, air, komunikasi) dan Infrastruktur Nonfisik (peraturan, tradisi, kebiasaan masyarakat). Kerja sama antarnegara menjadi penting karena lima alasan utama: (a) Meningkatkan Stabilitas Kawasan dengan menumbuhkan saling pengertian; (b) Memantapkan Stabilitas Ketersediaan Kebutuhan Penduduk melalui impor (contoh: gandum dari Eropa); (c) Meningkatkan Daya Inovasi Perbaikan Wilayah melalui program seperti sister city; (d) Membuka Lapangan Kerja baru melalui investasi asing (contoh: tambang, perhotelan); dan (e) Memfasilitasi Transfer Teknologi ke daerah untuk mendukung inovasi (contoh: inovasi transportasi di DKI Jakarta).";Apa saja yang termasuk dalam infrastruktur fisik dan infrastruktur nonfisik?;C1-Mengingat
"Pemecahan masalah adalah proses kognitif perilaku mandiri yang dilakukan secara sadar, rasional, dan berorientasi pada tujuan untuk menemukan solusi efektif atas masalah yang dihadapi. Proses ini melibatkan identifikasi masalah, penemuan berbagai alternatif solusi, dan pemilihan solusi yang paling efektif. Namun, untuk masalah sosial yang kompleks, pemikiran mendalam saja tidak cukup; diperlukan upaya sistematis melalui penelitian sosial. Sosiologi menawarkan tiga perspektif utama dalam menawarkan solusi untuk masalah sosial: 1) Fungsionalis, yang mengusulkan perubahan strategis pada institusi sosial, intervensi aktif, atau penciptaan organisasi baru. 2) Konflik, yang menyarankan pembangunan gerakan sosial yang kuat di antara kelompok yang terlibat untuk mencapai negosiasi dan akomodasi. 3) Interaksionis, yang fokus pada sosialisasi ulang individu yang menyimpang dan mengubah definisi tindakan yang dianggap menyimpang. Proses penelitian sosial itu sendiri merupakan serangkaian langkah sistematis untuk memperoleh kebenaran dan memberikan solusi. Langkah-langkahnya secara garis besar adalah: dimulai dengan adanya permasalahan sosial, lalu melakukan prasurvei lapangan, mengidentifikasi dan merumuskan fokus masalah, membaca berbagai literatur, membuat desain penelitian, mengumpulkan data, menganalisis data, melaporkan data, mengomunikasikan hasil penelitian, dan diakhiri dengan rekomendasi penyelesaian masalah. Tahap awal yang krusial adalah mengidentifikasi dan merumuskan fokus masalah, di mana peneliti harus fokus pada satu permasalahan agar solusi yang dihasilkan optimal. Contohnya adalah kasus kelompok Andi yang meneliti bullying di sekolah. Mereka memulai dengan mengidentifikasi beberapa gejala seperti postingan tidak menyenangkan di media sosial, perubahan perilaku siswa menjadi pendiam, ejekan antar siswa, dan kasus membolos. Untuk memastikan fokus masalah mereka, kelompok Andi kemudian membaca literatur terkait, melakukan jajak pendapat, berdialog dengan anggota organisasi siswa, dan menyebarkan angket terbatas.";Sebutkan dua gejala awal yang diamati oleh kelompok Andi yang mengarah pada dugaan adanya kasus bullying.;C1-Mengingat
Pembangunan adalah usaha terencana untuk meningkatkan kualitas kehidupan masyarakat, dan di tingkat negara disebut Pembangunan Nasional. Tujuannya adalah untuk mencapai amanat Pembukaan UUD 1945: melindungi bangsa, memajukan kesejahteraan umum, mencerdaskan kehidupan bangsa, dan ikut dalam ketertiban dunia. Pembangunan merupakan proses perubahan sosial yang direncanakan dan berkelanjutan. Periode Orde Lama dimulai sejak Proklamasi Kemerdekaan 17 Agustus 1945 hingga sekitar tahun 1966. Pada masa ini, kondisi keamanan negara belum stabil akibat konflik internal (pemberontakan, persinggungan ideologi) dan eksternal (perang melawan Belanda hingga 1949), serta struktur ekonomi yang masih mewarisi sistem kolonial. Fokus pembangunan adalah pada penataan sistem politik dan ekonomi. Pada awal Orde Lama, Indonesia menganut sistem Demokrasi Parlementer, dengan Presiden (Sukarno) sebagai kepala negara dan Perdana Menteri sebagai kepala pemerintahan yang memimpin kabinet. Akibat kondisi politik yang tidak kondusif dan persinggungan kepentingan ideologi, terjadi pergantian kabinet yang sangat cepat. Meskipun demikian, Indonesia berhasil menyelenggarakan Pemilu pertama dan Konferensi Asia-Afrika pada tahun yang sama, 1955. Kondisi politik berubah setelah Dekrit Presiden 1959 yang mengubah sistem menjadi Demokrasi Terpimpin (1959-1966). Dalam sistem ini, Sukarno merangkap jabatan sebagai Presiden dan Perdana Menteri, memimpin kabinet Gotong Royong. Ia mempopulerkan kampanye Nasakom untuk menyatukan ideologi Nasionalis, Agamis, dan Komunis. Namun, persatuan ini tidak bertahan lama dan masa Orde Lama berakhir dengan krisis yang memicu peralihan ke Orde Baru. Selama periode ini, Indonesia juga mengalami perubahan bentuk negara dari kesatuan menjadi serikat (Republik Indonesia Serikat), yang menyebabkan penggunaan konstitusi lain seperti UUD RIS 1949 dan UUDS 1950 selain UUD 1945.;Apa nama sistem pemerintahan yang dianut Indonesia sebelum Dekrit Presiden 1959?;C1-Mengingat
"Era Reformasi mewarisi ""birokrasi patrimonial"" (peninggalan Orde Baru), di mana birokrasi lebih melayani penguasa daripada publik. Untuk mengubah ini, diluncurkan Reformasi Birokrasi (RB) dengan tujuan menciptakan pemerintahan yang bersih KKN, akuntabel, dan efisien. Implementasi kuncinya adalah UU No. 5/2014 tentang ASN (Aparatur Sipil Negara), yang mengubah sistem rekrutmen dari sistem spoil (politik) menjadi sistem merit (berbasis kompetensi dan kinerja). Reformasi juga menyasar BUMN (Badan Usaha Milik Negara), yang sebelumnya tidak efisien, sarat KKN, dan membebani negara. Dua langkah utama diambil: (1) Restrukturisasi, yaitu penyehatan internal BUMN, dan (2) Privatisasi, yaitu penjualan sebagian saham BUMN ke publik. Tujuan privatisasi adalah meningkatkan efisiensi, mengurangi monopoli, dan mendapatkan dana segar untuk APBN.";Sebutkan dua langkah utama untuk mereformasi BUMN!;C1-Mengingat
"Pemecahan masalah adalah proses kognitif perilaku mandiri yang dilakukan secara sadar, rasional, dan berorientasi pada tujuan untuk menemukan solusi efektif atas masalah yang dihadapi. Proses ini melibatkan identifikasi masalah, penemuan berbagai alternatif solusi, dan pemilihan solusi yang paling efektif. Namun, untuk masalah sosial yang kompleks, pemikiran mendalam saja tidak cukup; diperlukan upaya sistematis melalui penelitian sosial. Sosiologi menawarkan tiga perspektif utama dalam menawarkan solusi untuk masalah sosial: 1) Fungsionalis, yang mengusulkan perubahan strategis pada institusi sosial, intervensi aktif, atau penciptaan organisasi baru. 2) Konflik, yang menyarankan pembangunan gerakan sosial yang kuat di antara kelompok yang terlibat untuk mencapai negosiasi dan akomodasi. 3) Interaksionis, yang fokus pada sosialisasi ulang individu yang menyimpang dan mengubah definisi tindakan yang dianggap menyimpang. Proses penelitian sosial itu sendiri merupakan serangkaian langkah sistematis untuk memperoleh kebenaran dan memberikan solusi. Langkah-langkahnya secara garis besar adalah: dimulai dengan adanya permasalahan sosial, lalu melakukan prasurvei lapangan, mengidentifikasi dan merumuskan fokus masalah, membaca berbagai literatur, membuat desain penelitian, mengumpulkan data, menganalisis data, melaporkan data, mengomunikasikan hasil penelitian, dan diakhiri dengan rekomendasi penyelesaian masalah. Tahap awal yang krusial adalah mengidentifikasi dan merumuskan fokus masalah, di mana peneliti harus fokus pada satu permasalahan agar solusi yang dihasilkan optimal. Contohnya adalah kasus kelompok Andi yang meneliti bullying di sekolah. Mereka memulai dengan mengidentifikasi beberapa gejala seperti postingan tidak menyenangkan di media sosial, perubahan perilaku siswa menjadi pendiam, ejekan antar siswa, dan kasus membolos. Untuk memastikan fokus masalah mereka, kelompok Andi kemudian membaca literatur terkait, melakukan jajak pendapat, berdialog dengan anggota organisasi siswa, dan menyebarkan angket terbatas.";Apakah langkah pertama dalam bagan proses penelitian sosial setelah mengidentifikasi adanya permasalahan sosial di masyarakat?;C1-Mengingat
Pemberdayaan komunitas adalah proses menuju kesejahteraan yang lebih baik, diinisiasi oleh berbagai pihak seperti pemerintah, akademisi, masyarakat, Lembaga Swadaya Masyarakat (LSM), dan perusahaan melalui Corporate Social Responsibility (CSR). Terdapat dua model utama pemberdayaan. Pertama, model top-down (atas ke bawah), diinisiasi oleh pemerintah dengan peran yang dominan. Keunggulannya adalah jangkauan program luas dan dana dari pemerintah, namun kelemahannya program bisa tidak sesuai budaya lokal, terhambat birokrasi, dan partisipasi masyarakat rendah. Kedua, model bottom-up (bawah ke atas), diinisiasi oleh masyarakat dengan partisipasi yang tinggi. Keunggulannya adalah partisipasi masyarakat tinggi dan jenis program lebih beragam, namun kelemahannya adalah keterbatasan modal, tenaga ahli, dan jangkauan program. Aksi pemberdayaan diterapkan di berbagai bidang. Di bidang sosial, tujuannya mengatasi masalah seperti pernikahan dini, KDRT, perundungan, dan kekerasan seksual. Aksi ini tidak selalu material, melainkan bisa berupa sosialisasi dan kampanye antikekerasan, pemilihan duta (misalnya duta pelajar antikekerasan), bimbingan konseling untuk penyembuhan trauma (trauma healing), dan advokasi hukum untuk membantu korban memperoleh keadilan. Di bidang seni budaya, tujuannya mengatasi lunturnya budaya lokal akibat globalisasi dan kurangnya minat generasi muda. Aksi pemberdayaan yang dapat dilakukan antara lain membentuk sanggar seni (tari, musik, drama), menyelenggarakan festival budaya (langsung atau digital), mengembangkan inovasi produk lokal agar sesuai selera pasar (termasuk melalui akulturasi budaya), dan menggalakkan wisata budaya untuk melestarikan budaya tak benda seperti upacara adat sekaligus meningkatkan ekonomi masyarakat.;Sebutkan tiga contoh masalah sosial yang dapat diatasi melalui pemberdayaan komunitas.;C1-Mengingat
Geosfer adalah sistem yang mencakup semua gejala dan peristiwa di bumi, yang terdiri dari litosfer (lapisan batuan), hidrosfer (air), atmosfer (udara), biosfer (organisme hidup), dan antroposfer (manusia). Secara geologis, Indonesia terletak pada pertemuan tiga lempeng tektonik utama: Lempeng Indo-Australia, Lempeng Eurasia, dan Lempeng Pasifik. Pergerakan Lempeng Indo-Australia ke utara yang menyusup ke bawah Lempeng Eurasia menyebabkan aktivitas kegempaan. Sementara itu, pergerakan Lempeng Pasifik ke barat mengakibatkan subduksi yang membentuk jalur gunung api. Posisi ini, ditambah dengan dilaluinya jalur Pegunungan Mediterania dan Sirkum Pasifik, menjadikan Indonesia sebagai bagian dari 'Cincin Api' (Ring of Fire) dengan banyak gunung api aktif. Litosfer, berasal dari bahasa Yunani yang berarti 'berbatu', adalah lapisan terluar bumi yang padat, mencakup kerak bumi dan bagian teratas mantel. Litosfer berada di atas lapisan astenosfer yang lebih lemah dan bersifat plastis. Karakteristik utama litosfer meliputi: terdiri dari kerak benua (lebih tebal dan ringan) dan kerak samudra (lebih tipis) ketebalannya bervariasi  dan terpecah menjadi lempeng-lempeng tektonik yang bergerak. Pergerakan ini menyebabkan gempa, aktivitas vulkanik, dan pembentukan pegunungan. Mempelajari litosfer penting untuk memahami potensi sumber daya alam dan mitigasi bencana. Litosfer tersusun atas dua lapisan utama: 1. Lapisan SIAL: Terdiri dari unsur Silisium (Si) dan Aluminium (Al). Lapisan ini bersifat padat dengan ketebalan rata-rata 35 km, mengandung batuan sedimen, granit, andesit, dan metamorf. 2. Lapisan SIMA: Terdiri dari senyawa Silisium Oksida (SiO2) dan Magnesium Oksida (MgO). Lapisan ini bersifat elastis dengan ketebalan rata-rata 65 km, mengandung mineral ferromagnesium dan batuan basalt. Batuan di litosfer mengalami siklus batuan, yaitu proses pembekuan magma menjadi batuan beku, yang kemudian karena cuaca berubah menjadi batuan sedimen, lalu akibat tekanan dan suhu tinggi menjadi batuan metamorf, dan akhirnya meleleh kembali menjadi magma. Tektonisme adalah proses geologis pergerakan dan deformasi kerak bumi. Ada dua jenis gerak tektonik: 1. Gerak Epirogenetik: Gerakan lambat yang terjadi di wilayah luas. Terbagi menjadi: Epirogenetik Positif: Turunnya daratan yang menyebabkan permukaan air laut tampak naik. Contoh: Kepulauan di Maluku Barat Daya. Epirogenetik Negatif: Naiknya daratan yang menyebabkan permukaan air laut tampak turun. Contoh: Pulau Buton. 2. Gerak Orogenetik: Proses pembentukan pegunungan yang cepat dan terjadi di wilayah sempit. Terbagi menjadi lipatan (akibat gerak horizontal) dan patahan (sesar).;Apakah definisi dari litosfer menurut teks?;C1-Mengingat
Upah adalah hak finansial yang diterima pekerja sebagai imbalan atas pekerjaan atau jasa yang telah diberikan kepada pengusaha. Upah memiliki beberapa fungsi penting, di antaranya untuk menjamin kehidupan yang layak, sebagai insentif untuk mendorong produktivitas, dan sebagai cerminan imbalan atas hasil kerja. Terdapat beragam sistem pemberian upah yang diterapkan, seperti sistem berdasarkan waktu (per jam, harian), berdasarkan hasil/satuan (borongan), sistem skala, sistem indeks (disesuaikan dengan biaya hidup), atau sistem premi. Untuk melindungi pekerja dari upah yang terlalu rendah, pemerintah menerapkan kebijakan Upah Minimum (UM). UM ini ditetapkan oleh Gubernur dan terdiri dari Upah Minimum Provinsi (UMP) serta Upah Minimum Kabupaten/Kota (UMK). Jika sebelumnya UM dihitung berdasarkan Kebutuhan Hidup Layak (KHL), formula penetapan UM kini disesuaikan dengan mempertimbangkan variabel ekonomi makro, seperti inflasi dan pertumbuhan ekonomi.;Sebutkan tiga fungsi penting dari upah!;C1-Mengingat
Pelaku ekonomi adalah individu, kelompok, atau organisasi yang melakukan kegiatan ekonomi berupa konsumsi, produksi, atau distribusi. Terdapat empat kelompok utama pelaku ekonomi. Pertama, Rumah Tangga Konsumen (RTK), yaitu sekelompok masyarakat yang mengonsumsi barang atau jasa untuk memenuhi kebutuhan. Contohnya adalah siswa yang jajan di kantin. RTK memiliki peran ganda: sebagai konsumen dan sebagai penyedia faktor produksi (misalnya, menyewakan tanah atau berinvestasi). Kedua, Rumah Tangga Produsen (RTP), yaitu pelaku ekonomi yang menghasilkan barang atau jasa, seperti penjual gorengan atau perusahaan donat. RTP dapat dimiliki oleh negara (BUMN/BUMD) atau swasta. Ketiga, Rumah Tangga Pemerintahan, yang berperan sebagai konsumen (misalnya membeli kertas untuk kantor dan membangun jalan) dan produsen (melalui BUMN seperti PT Pertamina). Pemerintah juga berfungsi sebagai pembuat kebijakan untuk memperkuat ekonomi. Keempat, Masyarakat Luar Negeri, yang berperan melalui kegiatan ekspor dan impor. Mereka bisa menjadi konsumen dengan membeli produk Indonesia (ekspor udang) atau produsen dengan menjual produknya ke Indonesia (impor besi baja). Selain itu, mereka juga berperan sebagai investor dan penyedia tenaga ahli. Di samping pelaku ekonomi, terdapat konsep pasar, yaitu sarana bertemunya pembeli dan penjual untuk melakukan transaksi jual beli, baik secara langsung (pasar tradisional) maupun tidak langsung (platform online seperti Shopee). Pasar berfungsi sebagai sarana distribusi bagi produsen untuk menyalurkan barang dan jasanya. Perkembangan teknologi membuat pasar tidak lagi terbatas oleh wilayah geografis. Harga di pasar dapat dipengaruhi oleh beragamnya kebutuhan manusia, yang seringkali dipengaruhi oleh faktor seperti status sosial, peran sosial, dan momen tertentu seperti hari raya.;Apa yang dimaksud dengan Rumah Tangga Produsen (RTP)?;C1-Mengingat
"Indonesia memiliki keanekaragaman hayati (flora dan fauna) yang sangat tinggi, menempati urutan ketujuh dunia untuk flora berbunga (>25.000 jenis) dan peringkat pertama untuk mamalia serta kupu-kupu swallowtail. Kekayaan ini, yang bersifat dapat diperbarui (renewable), memberikan manfaat signifikan dalam berbagai bidang. 

Secara ekonomi, keanekaragaman hayati menjadi penopang perekonomian melalui pertanian dan perikanan, menyumbang sekitar 32% GDP di beberapa negara berkembang. Sektor ini juga menjadi komoditas pariwisata alam dengan pendapatan 2-12 miliar dolar per tahun, dan nilai perdagangan produk pertanian mencapai 3 triliun dolar pada 1989. Lebih dari 600 jenis tanaman dan hewan dimanfaatkan untuk kebutuhan harian (sandang, pangan, papan, dll.), serta 7.000 jenis ikan menjadi sumber protein utama.

Dalam bidang kesehatan, banyak tumbuhan dan hewan dimanfaatkan sebagai obat tradisional maupun bahan pengobatan modern. Contohnya, lebih dari 3.000 antibiotik (penisilin, tetrasiklin) berasal dari mikroorganisme, siklosporin untuk transplantasi organ berasal dari kapang tanah, dan penemuan vitamin B1 (anti beri-beri) oleh Christiaan Eijkman berasal dari kulit ari beras.

Manfaat sosial meliputi penyediaan lapangan kerja, pembentukan budaya lokal dan jati diri masyarakat, serta peningkatan kemampuan adaptasi. Sementara itu, manfaat ekologis mencakup produksi oksigen dan penyaringan polutan oleh tumbuhan, serta perbaikan struktur dan kesuburan tanah oleh mikroorganisme.

Untuk menjaga kelestariannya, diperlukan pengelolaan berkelanjutan melalui strategi nasional yang berasaskan pada iptek, diversifikasi, pemanfaatan, dan keterpaduan. Salah satu model pengelolaan adalah berbasis bioregional, yaitu kawasan dengan batas geografis, sosial, dan ekologis yang jelas. Konsep ini memiliki delapan elemen, di antaranya berpusat pada kawasan konservasi, pengelolaan Daerah Aliran Sungai (DAS), rehabilitasi lahan kritis, pengelolaan pesisir, pengembangan pertanian berkelanjutan (agroforestri, pengurangan pupuk kimia), serta pelibatan kelembagaan masyarakat dan kawasan perkotaan (kebun binatang, sekolah) sebagai pendukung.

Optimalisasi pemanfaatan dilakukan melalui dua cara: 1) Investasi nasional dalam ekowisata berbasis sains, bioprospeksi (penemuan obat dan energi), dan eksplorasi laut. 2) Pengembangan sains dan teknologi untuk memahami, mengelola, dan meningkatkan nilai ekonomi biodiversitas dengan partisipasi masyarakat.";Siapakah penemu manfaat kulit ari beras sebagai anti beri-beri (vitamin B1)?;C1-Mengingat
