source,target,relation,weight
pengakhiran perang dunia ii,dampak kemanusiaan,peer,1
etika militer,q_3bcf7d858a,has_question,1
etika militer,dampak perang dingin,successor,1
etika militer,perdebatan senjata nuklir,successor,1
etika militer,bom atom amerika serikat,peer,1
etika militer,pengakhiran perang dunia ii,peer,1
etika militer,dampak kemanusiaan,peer,1
dampak kemanusiaan,q_3bcf7d858a,has_question,1
dampak kemanusiaan,dampak perang dingin,successor,1
dampak kemanusiaan,perdebatan senjata nuklir,successor,1
dampak kemanusiaan,bom atom amerika serikat,peer,1
dampak kemanusiaan,pengakhiran perang dunia ii,peer,1
dampak kemanusiaan,etika militer,peer,1
q_3bcf7d858a,mengevaluasi argumen,requires_method,1
q_3bcf7d858a,membandingkan perspektif,requires_method,1
konsep peperangan,bom atom amerika serikat,prerequisite,1
konsep peperangan,pengakhiran perang dunia ii,prerequisite,1
konsep peperangan,etika militer,prerequisite,1
konsep peperangan,dampak kemanusiaan,prerequisite,1
perlawanan fisik,q_a9178fd99a,has_question,1
perlawanan fisik,perkembangan nasionalisme modern,successor,1
perlawanan fisik,perjuangan organisasi,peer,1
perlawanan fisik,dampak jangka panjang,peer,1
perlawanan fisik,persatuan nasional,peer,1
perjuangan organisasi,q_a9178fd99a,has_question,1
perjuangan organisasi,perkembangan nasionalisme modern,successor,1
perjuangan organisasi,perlawanan fisik,peer,1
perjuangan organisasi,dampak jangka panjang,peer,1
perjuangan organisasi,persatuan nasional,peer,1
persatuan nasional,q_a9178fd99a,has_question,1
persatuan nasional,perkembangan nasionalisme modern,successor,1
persatuan nasional,perlawanan fisik,peer,1
persatuan nasional,perjuangan organisasi,peer,1
persatuan nasional,dampak jangka panjang,peer,1
q_a9178fd99a,membandingkan,requires_method,1
q_a9178fd99a,mengevaluasi,requires_method,1
karakteristik perlawanan lokal,perlawanan fisik,prerequisite,1
karakteristik perlawanan lokal,perjuangan organisasi,prerequisite,1
karakteristik perlawanan lokal,dampak jangka panjang,prerequisite,1
karakteristik perlawanan lokal,persatuan nasional,prerequisite,1
karakteristik perlawanan lokal,perlawanan sebelum 1908,prerequisite,1
karakteristik perlawanan lokal,perlawanan setelah 1908,prerequisite,1
karakteristik perlawanan lokal,faktor pemicu kolonialisme,prerequisite,1
faktor pendorong kebangkitan,q_200d6a8214,has_question,1
faktor pendorong kebangkitan,dampak dekolonisasi pasca-perang dunia ii,successor,1
faktor pendorong kebangkitan,nasionalisme asia,peer,1
faktor pendorong kebangkitan,imperialisme barat,peer,1
faktor pendorong kebangkitan,peran kemenangan jepang atas rusia,peer,1
peran kemenangan jepang atas rusia,q_200d6a8214,has_question,1
peran kemenangan jepang atas rusia,dampak dekolonisasi pasca-perang dunia ii,successor,1
peran kemenangan jepang atas rusia,nasionalisme asia,peer,1
peran kemenangan jepang atas rusia,imperialisme barat,peer,1
peran kemenangan jepang atas rusia,faktor pendorong kebangkitan,peer,1
q_200d6a8214,mengevaluasi argumen,requires_method,1
q_200d6a8214,membandingkan bobot faktor,requires_method,1
pengertian imperialisme dan kolonialisme,nasionalisme asia,prerequisite,1
pengertian imperialisme dan kolonialisme,imperialisme barat,prerequisite,1
pengertian imperialisme dan kolonialisme,faktor pendorong kebangkitan,prerequisite,1
pengertian imperialisme dan kolonialisme,peran kemenangan jepang atas rusia,prerequisite,1
pemahaman tentang nasionalisme,nasionalisme asia,prerequisite,1
pemahaman tentang nasionalisme,imperialisme barat,prerequisite,1
pemahaman tentang nasionalisme,faktor pendorong kebangkitan,prerequisite,1
pemahaman tentang nasionalisme,peran kemenangan jepang atas rusia,prerequisite,1
perubahan wilayah,dampak modernisasi dan urbanisasi,has_subtopic,1
dampak modernisasi dan urbanisasi,karakteristik desa,has_concept,1
dampak modernisasi dan urbanisasi,modernisasi,has_concept,1
dampak modernisasi dan urbanisasi,urbanisasi,has_concept,1
dampak modernisasi dan urbanisasi,kerentanan perubahan,has_concept,1
urbanisasi,q_3d9266e635,has_question,1
urbanisasi,perencanaan tata ruang wilayah,successor,1
urbanisasi,karakteristik desa,peer,1
urbanisasi,modernisasi,peer,1
urbanisasi,kerentanan perubahan,peer,1
kerentanan perubahan,q_3d9266e635,has_question,1
kerentanan perubahan,perencanaan tata ruang wilayah,successor,1
kerentanan perubahan,karakteristik desa,peer,1
kerentanan perubahan,modernisasi,peer,1
kerentanan perubahan,urbanisasi,peer,1
q_3d9266e635,mengevaluasi,requires_method,1
definisi desa dan kota,karakteristik desa,prerequisite,1
definisi desa dan kota,modernisasi,prerequisite,1
definisi desa dan kota,urbanisasi,prerequisite,1
definisi desa dan kota,kerentanan perubahan,prerequisite,1
penculikan soekarno-hatta,q_09fdaca5b6,has_question,1
penculikan soekarno-hatta,proklamasi kemerdekaan indonesia,successor,1
penculikan soekarno-hatta,golongan muda,peer,1
penculikan soekarno-hatta,rengasdengklok,peer,1
penculikan soekarno-hatta,pembenaran tindakan politik,peer,1
rengasdengklok,q_09fdaca5b6,has_question,1
rengasdengklok,proklamasi kemerdekaan indonesia,successor,1
rengasdengklok,golongan muda,peer,1
rengasdengklok,penculikan soekarno-hatta,peer,1
rengasdengklok,pembenaran tindakan politik,peer,1
pembenaran tindakan politik,q_09fdaca5b6,has_question,1
pembenaran tindakan politik,proklamasi kemerdekaan indonesia,successor,1
pembenaran tindakan politik,golongan muda,peer,1
pembenaran tindakan politik,penculikan soekarno-hatta,peer,1
pembenaran tindakan politik,rengasdengklok,peer,1
q_09fdaca5b6,evaluasi,requires_method,1
q_09fdaca5b6,penilaian etis,requires_method,1
latar belakang kekalahan jepang,golongan muda,prerequisite,1
latar belakang kekalahan jepang,penculikan soekarno-hatta,prerequisite,1
latar belakang kekalahan jepang,rengasdengklok,prerequisite,1
latar belakang kekalahan jepang,pembenaran tindakan politik,prerequisite,1
latar belakang kekalahan jepang,perdebatan golongan tua dan muda,prerequisite,1
latar belakang kekalahan jepang,negosiasi rengasdengklok,prerequisite,1
latar belakang kekalahan jepang,perumusan naskah proklamasi,prerequisite,1
peran tokoh nasional,golongan muda,prerequisite,1
peran tokoh nasional,penculikan soekarno-hatta,prerequisite,1
peran tokoh nasional,rengasdengklok,prerequisite,1
peran tokoh nasional,pembenaran tindakan politik,prerequisite,1
kerusakan lahan pertanian,q_e1574b8e4d,has_question,1
kerusakan lahan pertanian,perumusan strategi mitigasi,successor,1
kerusakan lahan pertanian,kenaikan permukaan air laut,peer,1
kerusakan lahan pertanian,prioritas kebijakan publik,peer,1
prioritas kebijakan publik,q_e1574b8e4d,has_question,1
prioritas kebijakan publik,perumusan strategi mitigasi,successor,1
prioritas kebijakan publik,kenaikan permukaan air laut,peer,1
prioritas kebijakan publik,kerusakan lahan pertanian,peer,1
q_e1574b8e4d,mengevaluasi dampak,requires_method,1
q_e1574b8e4d,justifikasi keputusan,requires_method,1
pemahaman dampak iklim,kenaikan permukaan air laut,prerequisite,1
pemahaman dampak iklim,kerusakan lahan pertanian,prerequisite,1
pemahaman dampak iklim,prioritas kebijakan publik,prerequisite,1
analisis risiko lingkungan,kenaikan permukaan air laut,prerequisite,1
analisis risiko lingkungan,kerusakan lahan pertanian,prerequisite,1
analisis risiko lingkungan,prioritas kebijakan publik,prerequisite,1
geopolitik indonesia,pengelolaan potensi geopolitik berkelanjutan,has_subtopic,1
pengelolaan potensi geopolitik berkelanjutan,potensi geopolitik indonesia,has_concept,1
pengelolaan potensi geopolitik berkelanjutan,pengelolaan optimal dan berkelanjutan,has_concept,1
pengelolaan potensi geopolitik berkelanjutan,aspek strategis wilayah,has_concept,1
potensi geopolitik indonesia,q_0451eadce1,has_question,1
potensi geopolitik indonesia,strategi peningkatan daya saing global,successor,1
potensi geopolitik indonesia,pengelolaan optimal dan berkelanjutan,peer,1
potensi geopolitik indonesia,aspek strategis wilayah,peer,1
potensi geopolitik indonesia,geopolitik,has_concept,1
potensi geopolitik indonesia,poros maritim dunia,has_concept,1
potensi geopolitik indonesia,lokasi strategis,has_concept,1
potensi geopolitik indonesia,sumber daya alam,has_concept,1
pengelolaan optimal dan berkelanjutan,q_0451eadce1,has_question,1
pengelolaan optimal dan berkelanjutan,strategi peningkatan daya saing global,successor,1
pengelolaan optimal dan berkelanjutan,potensi geopolitik indonesia,peer,1
pengelolaan optimal dan berkelanjutan,aspek strategis wilayah,peer,1
aspek strategis wilayah,q_0451eadce1,has_question,1
aspek strategis wilayah,strategi peningkatan daya saing global,successor,1
aspek strategis wilayah,potensi geopolitik indonesia,peer,1
aspek strategis wilayah,pengelolaan optimal dan berkelanjutan,peer,1
q_0451eadce1,mengevaluasi,requires_method,1
definisi geopolitik,potensi geopolitik indonesia,prerequisite,1
definisi geopolitik,pengelolaan optimal dan berkelanjutan,prerequisite,1
definisi geopolitik,aspek strategis wilayah,prerequisite,1
"aspek lokasi, luas, dan sumber daya alam",potensi geopolitik indonesia,prerequisite,1
"aspek lokasi, luas, dan sumber daya alam",pengelolaan optimal dan berkelanjutan,prerequisite,1
"aspek lokasi, luas, dan sumber daya alam",aspek strategis wilayah,prerequisite,1
sosiologi dan ekonomi,dampak konsumerisme pada individu,has_subtopic,1
dampak konsumerisme pada individu,konsumerisme,has_concept,1
dampak konsumerisme pada individu,stabilitas keuangan pribadi,has_concept,1
dampak konsumerisme pada individu,kepekaan sosial,has_concept,1
dampak konsumerisme pada individu,dampak sosial,has_concept,1
stabilitas keuangan pribadi,q_fdb78792b0,has_question,1
stabilitas keuangan pribadi,perencanaan keuangan berkelanjutan,successor,1
stabilitas keuangan pribadi,konsumerisme,peer,1
stabilitas keuangan pribadi,kepekaan sosial,peer,1
stabilitas keuangan pribadi,dampak sosial,peer,1
q_fdb78792b0,mengevaluasi,requires_method,1
konsep konsumerisme,konsumerisme,prerequisite,1
konsep konsumerisme,stabilitas keuangan pribadi,prerequisite,1
konsep konsumerisme,kepekaan sosial,prerequisite,1
konsep konsumerisme,dampak sosial,prerequisite,1
prinsip keuangan pribadi,konsumerisme,prerequisite,1
prinsip keuangan pribadi,stabilitas keuangan pribadi,prerequisite,1
prinsip keuangan pribadi,kepekaan sosial,prerequisite,1
prinsip keuangan pribadi,dampak sosial,prerequisite,1
prioritas pembangunan ekonomi digital,financial technology (fintech),has_concept,1
prioritas pembangunan ekonomi digital,infrastruktur digital,has_concept,1
prioritas pembangunan ekonomi digital,perlindungan konsumen,has_concept,1
prioritas pembangunan ekonomi digital,kebijakan pemerintah,has_concept,1
infrastruktur digital,q_3ccd7f4bd3,has_question,1
infrastruktur digital,implementasi kebijakan ekonomi digital,successor,1
infrastruktur digital,financial technology (fintech),peer,1
infrastruktur digital,perlindungan konsumen,peer,1
infrastruktur digital,kebijakan pemerintah,peer,1
q_3ccd7f4bd3,mengevaluasi,requires_method,1
q_3ccd7f4bd3,justifikasi,requires_method,1
pengertian ekonomi digital,financial technology (fintech),prerequisite,1
pengertian ekonomi digital,infrastruktur digital,prerequisite,1
pengertian ekonomi digital,perlindungan konsumen,prerequisite,1
pengertian ekonomi digital,kebijakan pemerintah,prerequisite,1
efektivitas solusi lingkungan nasional,pembangunan pabrik daur ulang,has_concept,1
efektivitas solusi lingkungan nasional,masalah sampah plastik nasional,has_concept,1
efektivitas solusi lingkungan nasional,prinsip pembangunan berkelanjutan,has_concept,1
efektivitas solusi lingkungan nasional,analisis kelebihan dan kekurangan,has_concept,1
pembangunan pabrik daur ulang,q_16b4329f96,has_question,1
pembangunan pabrik daur ulang,perumusan kebijakan lingkungan terintegrasi,successor,1
pembangunan pabrik daur ulang,masalah sampah plastik nasional,peer,1
pembangunan pabrik daur ulang,prinsip pembangunan berkelanjutan,peer,1
pembangunan pabrik daur ulang,analisis kelebihan dan kekurangan,peer,1
masalah sampah plastik nasional,q_16b4329f96,has_question,1
masalah sampah plastik nasional,perumusan kebijakan lingkungan terintegrasi,successor,1
masalah sampah plastik nasional,pembangunan pabrik daur ulang,peer,1
masalah sampah plastik nasional,prinsip pembangunan berkelanjutan,peer,1
masalah sampah plastik nasional,analisis kelebihan dan kekurangan,peer,1
analisis kelebihan dan kekurangan,q_16b4329f96,has_question,1
analisis kelebihan dan kekurangan,perumusan kebijakan lingkungan terintegrasi,successor,1
analisis kelebihan dan kekurangan,pembangunan pabrik daur ulang,peer,1
analisis kelebihan dan kekurangan,masalah sampah plastik nasional,peer,1
analisis kelebihan dan kekurangan,prinsip pembangunan berkelanjutan,peer,1
q_16b4329f96,kritik,requires_method,1
q_16b4329f96,evaluasi,requires_method,1
prinsip ekonomi sosial lingkungan,pembangunan pabrik daur ulang,prerequisite,1
prinsip ekonomi sosial lingkungan,masalah sampah plastik nasional,prerequisite,1
prinsip ekonomi sosial lingkungan,prinsip pembangunan berkelanjutan,prerequisite,1
prinsip ekonomi sosial lingkungan,analisis kelebihan dan kekurangan,prerequisite,1
upaya pelestarian tanah,pelestarian tanah,has_concept,1
upaya pelestarian tanah,pupuk organik,has_concept,1
upaya pelestarian tanah,limbah rumah tangga,has_concept,1
pupuk organik,q_6effd9d759,has_question,1
pupuk organik,penerapan pengelolaan limbah berkelanjutan,successor,1
pupuk organik,pelestarian tanah,peer,1
pupuk organik,limbah rumah tangga,peer,1
limbah rumah tangga,q_6effd9d759,has_question,1
limbah rumah tangga,penerapan pengelolaan limbah berkelanjutan,successor,1
limbah rumah tangga,pelestarian tanah,peer,1
limbah rumah tangga,pupuk organik,peer,1
q_6effd9d759,mencipta,requires_method,1
konsep pelestarian lingkungan,pelestarian tanah,prerequisite,1
konsep pelestarian lingkungan,pupuk organik,prerequisite,1
konsep pelestarian lingkungan,limbah rumah tangga,prerequisite,1
jenis-jenis limbah rumah tangga,pelestarian tanah,prerequisite,1
jenis-jenis limbah rumah tangga,pupuk organik,prerequisite,1
jenis-jenis limbah rumah tangga,limbah rumah tangga,prerequisite,1
pentingnya tata ruang,penataan ruang,has_concept,1
pentingnya tata ruang,asas penataan ruang,has_concept,1
pentingnya tata ruang,kampanye media sosial,has_concept,1
kampanye media sosial,q_43d53bbd63,has_question,1
kampanye media sosial,implementasi kebijakan tata ruang,successor,1
kampanye media sosial,penataan ruang,peer,1
kampanye media sosial,asas penataan ruang,peer,1
kampanye media sosial,q_1afded38ca,has_question,1
kampanye media sosial,implementasi kampanye edukasi,successor,1
kampanye media sosial,keanekaragaman hayati,peer,1
kampanye media sosial,manfaat kesehatan,peer,1
kampanye media sosial,q_ba5640e2e0,has_question,1
kampanye media sosial,implementasi kampanye sosial,successor,1
kampanye media sosial,keragaman budaya indonesia,peer,1
kampanye media sosial,slogan kreatif,peer,1
kampanye media sosial,perencanaan program,peer,1
q_43d53bbd63,mencipta,requires_method,1
kegiatan penataan ruang,penataan ruang,prerequisite,1
kegiatan penataan ruang,asas penataan ruang,prerequisite,1
kegiatan penataan ruang,kampanye media sosial,prerequisite,1
nusantara sebagai melting pot,q_e314ad4a96,has_question,1
nusantara sebagai melting pot,analisis kebijakan luar negeri kontemporer,successor,1
nusantara sebagai melting pot,jalur rempah,peer,1
nusantara sebagai melting pot,interkoneksi global,peer,1
nusantara sebagai melting pot,diplomasi internasional,peer,1
q_e314ad4a96,mencipta (drafting speech),requires_method,1
pemahaman sejarah nusantara,jalur rempah,prerequisite,1
pemahaman sejarah nusantara,interkoneksi global,prerequisite,1
pemahaman sejarah nusantara,nusantara sebagai melting pot,prerequisite,1
pemahaman sejarah nusantara,diplomasi internasional,prerequisite,1
faktor pendorong dan penghambat perdagangan,indeks keterbukaan perdagangan,has_concept,1
faktor pendorong dan penghambat perdagangan,faktor penghambat perdagangan,has_concept,1
faktor pendorong dan penghambat perdagangan,analisis komparatif negara,has_concept,1
indeks keterbukaan perdagangan,q_33fde2d6fd,has_question,1
indeks keterbukaan perdagangan,implementasi indeks ekonomi,successor,1
indeks keterbukaan perdagangan,faktor penghambat perdagangan,peer,1
indeks keterbukaan perdagangan,analisis komparatif negara,peer,1
faktor penghambat perdagangan,q_33fde2d6fd,has_question,1
faktor penghambat perdagangan,implementasi indeks ekonomi,successor,1
faktor penghambat perdagangan,indeks keterbukaan perdagangan,peer,1
faktor penghambat perdagangan,analisis komparatif negara,peer,1
analisis komparatif negara,q_33fde2d6fd,has_question,1
analisis komparatif negara,implementasi indeks ekonomi,successor,1
analisis komparatif negara,indeks keterbukaan perdagangan,peer,1
analisis komparatif negara,faktor penghambat perdagangan,peer,1
q_33fde2d6fd,mencipta konsep,requires_method,1
identifikasi faktor penghambat,indeks keterbukaan perdagangan,prerequisite,1
identifikasi faktor penghambat,faktor penghambat perdagangan,prerequisite,1
identifikasi faktor penghambat,analisis komparatif negara,prerequisite,1
produk simpanan bpr untuk pelajar,bpr,has_concept,1
produk simpanan bpr untuk pelajar,produk simpanan,has_concept,1
produk simpanan bpr untuk pelajar,pelajar,has_concept,1
produk simpanan bpr untuk pelajar,regulasi keuangan,has_concept,1
produk simpanan,q_4ac656fff3,has_question,1
produk simpanan,analisis risiko produk keuangan,successor,1
produk simpanan,bpr,peer,1
produk simpanan,pelajar,peer,1
produk simpanan,regulasi keuangan,peer,1
pelajar,q_4ac656fff3,has_question,1
pelajar,analisis risiko produk keuangan,successor,1
pelajar,bpr,peer,1
pelajar,produk simpanan,peer,1
pelajar,regulasi keuangan,peer,1
q_4ac656fff3,mencipta,requires_method,1
fungsi bank,bpr,prerequisite,1
fungsi bank,produk simpanan,prerequisite,1
fungsi bank,pelajar,prerequisite,1
fungsi bank,regulasi keuangan,prerequisite,1
pengambilan keputusan ekspor berbasis teori,keunggulan mutlak,has_concept,1
pengambilan keputusan ekspor berbasis teori,keunggulan komparatif,has_concept,1
pengambilan keputusan ekspor berbasis teori,teori heckscher-ohlin,has_concept,1
pengambilan keputusan ekspor berbasis teori,diagram alur keputusan,has_concept,1
keunggulan mutlak,q_24a2cbf00e,has_question,1
keunggulan mutlak,analisis dampak kebijakan perdagangan,successor,1
keunggulan mutlak,keunggulan komparatif,peer,1
keunggulan mutlak,teori heckscher-ohlin,peer,1
keunggulan mutlak,diagram alur keputusan,peer,1
diagram alur keputusan,q_24a2cbf00e,has_question,1
diagram alur keputusan,analisis dampak kebijakan perdagangan,successor,1
diagram alur keputusan,keunggulan mutlak,peer,1
diagram alur keputusan,keunggulan komparatif,peer,1
diagram alur keputusan,teori heckscher-ohlin,peer,1
q_24a2cbf00e,mencipta (flowchart design),requires_method,1
teori keunggulan mutlak,keunggulan mutlak,prerequisite,1
teori keunggulan mutlak,keunggulan komparatif,prerequisite,1
teori keunggulan mutlak,teori heckscher-ohlin,prerequisite,1
teori keunggulan mutlak,diagram alur keputusan,prerequisite,1
pengelolaan lingkungan,strategi pembangunan bioregional das,has_subtopic,1
strategi pembangunan bioregional das,pengelolaan daerah aliran sungai (das),has_concept,1
strategi pembangunan bioregional das,pembangunan bioregional,has_concept,1
strategi pembangunan bioregional das,integrasi elemen pembangunan,has_concept,1
pengelolaan daerah aliran sungai (das),q_38aada1a41,has_question,1
pengelolaan daerah aliran sungai (das),implementasi kebijakan bioregional,successor,1
pengelolaan daerah aliran sungai (das),pembangunan bioregional,peer,1
pengelolaan daerah aliran sungai (das),integrasi elemen pembangunan,peer,1
pembangunan bioregional,q_38aada1a41,has_question,1
pembangunan bioregional,implementasi kebijakan bioregional,successor,1
pembangunan bioregional,pengelolaan daerah aliran sungai (das),peer,1
pembangunan bioregional,integrasi elemen pembangunan,peer,1
integrasi elemen pembangunan,q_38aada1a41,has_question,1
integrasi elemen pembangunan,implementasi kebijakan bioregional,successor,1
integrasi elemen pembangunan,pengelolaan daerah aliran sungai (das),peer,1
integrasi elemen pembangunan,pembangunan bioregional,peer,1
q_38aada1a41,mencipta,requires_method,1
pengaruh letak astronomis dan geografis,letak astronomis indonesia,has_concept,1
pengaruh letak astronomis dan geografis,letak geografis indonesia,has_concept,1
pengaruh letak astronomis dan geografis,zona waktu indonesia,has_concept,1
pengaruh letak astronomis dan geografis,perencanaan wisata edukasi,has_concept,1
perencanaan wisata edukasi,q_727f04fbf9,has_question,1
perencanaan wisata edukasi,analisis dampak lingkungan dari perubahan iklim,successor,1
perencanaan wisata edukasi,letak astronomis indonesia,peer,1
perencanaan wisata edukasi,letak geografis indonesia,peer,1
perencanaan wisata edukasi,zona waktu indonesia,peer,1
q_727f04fbf9,mencipta,requires_method,1
pengertian garis lintang dan bujur,letak astronomis indonesia,prerequisite,1
pengertian garis lintang dan bujur,letak geografis indonesia,prerequisite,1
pengertian garis lintang dan bujur,zona waktu indonesia,prerequisite,1
pengertian garis lintang dan bujur,perencanaan wisata edukasi,prerequisite,1
anomali suhu laut pasifik,q_431a4ca8b8,has_question,1
anomali suhu laut pasifik,mitigasi bencana hidrometeorologis,successor,1
anomali suhu laut pasifik,kondisi la nina,peer,1
anomali suhu laut pasifik,peningkatan curah hujan,peer,1
anomali suhu laut pasifik,bencana hidrometeorologis,peer,1
kondisi la nina,q_431a4ca8b8,has_question,1
kondisi la nina,mitigasi bencana hidrometeorologis,successor,1
kondisi la nina,anomali suhu laut pasifik,peer,1
kondisi la nina,peningkatan curah hujan,peer,1
kondisi la nina,bencana hidrometeorologis,peer,1
peningkatan curah hujan,q_431a4ca8b8,has_question,1
peningkatan curah hujan,mitigasi bencana hidrometeorologis,successor,1
peningkatan curah hujan,anomali suhu laut pasifik,peer,1
peningkatan curah hujan,kondisi la nina,peer,1
peningkatan curah hujan,bencana hidrometeorologis,peer,1
q_431a4ca8b8,mencipta bagan alur,requires_method,1
konsep dasar iklim,anomali suhu laut pasifik,prerequisite,1
konsep dasar iklim,kondisi la nina,prerequisite,1
konsep dasar iklim,peningkatan curah hujan,prerequisite,1
konsep dasar iklim,bencana hidrometeorologis,prerequisite,1
definisi la nina,anomali suhu laut pasifik,prerequisite,1
definisi la nina,kondisi la nina,prerequisite,1
definisi la nina,peningkatan curah hujan,prerequisite,1
definisi la nina,bencana hidrometeorologis,prerequisite,1
perancangan produk keuangan khusus,dana pensiun lembaga keuangan (dplk),has_concept,1
perancangan produk keuangan khusus,kebutuhan pekerja kreatif,has_concept,1
perancangan produk keuangan khusus,desain skema keuangan,has_concept,1
kebutuhan pekerja kreatif,q_c9d6fad6f6,has_question,1
kebutuhan pekerja kreatif,implementasi dan evaluasi dplk,successor,1
kebutuhan pekerja kreatif,dana pensiun lembaga keuangan (dplk),peer,1
kebutuhan pekerja kreatif,desain skema keuangan,peer,1
desain skema keuangan,q_c9d6fad6f6,has_question,1
desain skema keuangan,implementasi dan evaluasi dplk,successor,1
desain skema keuangan,dana pensiun lembaga keuangan (dplk),peer,1
desain skema keuangan,kebutuhan pekerja kreatif,peer,1
q_c9d6fad6f6,mencipta,requires_method,1
konsep lembaga keuangan,dana pensiun lembaga keuangan (dplk),prerequisite,1
konsep lembaga keuangan,kebutuhan pekerja kreatif,prerequisite,1
konsep lembaga keuangan,desain skema keuangan,prerequisite,1
prinsip dasar perencanaan pensiun,dana pensiun lembaga keuangan (dplk),prerequisite,1
prinsip dasar perencanaan pensiun,kebutuhan pekerja kreatif,prerequisite,1
prinsip dasar perencanaan pensiun,desain skema keuangan,prerequisite,1
etika interaksi dunia digital,interaksi dunia digital,has_concept,1
etika interaksi dunia digital,respect (menghargai),has_concept,1
etika interaksi dunia digital,educate (mendidik/edukasi),has_concept,1
interaksi dunia digital,q_3d4d9b86c2,has_question,1
interaksi dunia digital,pengembangan konten edukasi lanjutan,successor,1
interaksi dunia digital,respect (menghargai),peer,1
interaksi dunia digital,educate (mendidik/edukasi),peer,1
respect (menghargai),q_3d4d9b86c2,has_question,1
respect (menghargai),pengembangan konten edukasi lanjutan,successor,1
respect (menghargai),interaksi dunia digital,peer,1
respect (menghargai),educate (mendidik/edukasi),peer,1
educate (mendidik/edukasi),q_3d4d9b86c2,has_question,1
educate (mendidik/edukasi),pengembangan konten edukasi lanjutan,successor,1
educate (mendidik/edukasi),interaksi dunia digital,peer,1
educate (mendidik/edukasi),respect (menghargai),peer,1
q_3d4d9b86c2,mencipta (infografis),requires_method,1
pemahaman konsep masyarakat jaringan,interaksi dunia digital,prerequisite,1
pemahaman konsep masyarakat jaringan,respect (menghargai),prerequisite,1
pemahaman konsep masyarakat jaringan,educate (mendidik/edukasi),prerequisite,1
pemahaman konsep masyarakat jaringan,kode etik warganet,prerequisite,1
pemahaman konsep masyarakat jaringan,prinsip mike ribble,prerequisite,1
pemahaman konsep masyarakat jaringan,masyarakat jaringan,prerequisite,1
pengetahuan etika digital dasar,interaksi dunia digital,prerequisite,1
pengetahuan etika digital dasar,respect (menghargai),prerequisite,1
pengetahuan etika digital dasar,educate (mendidik/edukasi),prerequisite,1
ascribed status,q_2391eefacb,has_question,1
ascribed status,peran sosial,successor,1
ascribed status,status sosial,peer,1
ascribed status,achieved status,peer,1
ascribed status,assigned status,peer,1
q_2391eefacb,mencipta,requires_method,1
strategi penguatan ketahanan wilayah,ketahanan wilayah,has_concept,1
strategi penguatan ketahanan wilayah,stabilitas ketersediaan kebutuhan penduduk,has_concept,1
strategi penguatan ketahanan wilayah,kerja sama antarprovinsi,has_concept,1
strategi penguatan ketahanan wilayah,penguatan ketahanan nasional,has_concept,1
stabilitas ketersediaan kebutuhan penduduk,q_f64437d9cc,has_question,1
stabilitas ketersediaan kebutuhan penduduk,implementasi kebijakan ketahanan daerah,successor,1
stabilitas ketersediaan kebutuhan penduduk,ketahanan wilayah,peer,1
stabilitas ketersediaan kebutuhan penduduk,kerja sama antarprovinsi,peer,1
stabilitas ketersediaan kebutuhan penduduk,penguatan ketahanan nasional,peer,1
kerja sama antarprovinsi,q_f64437d9cc,has_question,1
kerja sama antarprovinsi,implementasi kebijakan ketahanan daerah,successor,1
kerja sama antarprovinsi,ketahanan wilayah,peer,1
kerja sama antarprovinsi,stabilitas ketersediaan kebutuhan penduduk,peer,1
kerja sama antarprovinsi,penguatan ketahanan nasional,peer,1
penguatan ketahanan nasional,q_f64437d9cc,has_question,1
penguatan ketahanan nasional,implementasi kebijakan ketahanan daerah,successor,1
penguatan ketahanan nasional,ketahanan wilayah,peer,1
penguatan ketahanan nasional,stabilitas ketersediaan kebutuhan penduduk,peer,1
penguatan ketahanan nasional,kerja sama antarprovinsi,peer,1
q_f64437d9cc,formulasi strategi alternatif,requires_method,1
faktor penentu kualitas ketahanan,ketahanan wilayah,prerequisite,1
faktor penentu kualitas ketahanan,stabilitas ketersediaan kebutuhan penduduk,prerequisite,1
faktor penentu kualitas ketahanan,kerja sama antarprovinsi,prerequisite,1
faktor penentu kualitas ketahanan,penguatan ketahanan nasional,prerequisite,1
stres siswa,q_ca3488b1de,has_question,1
stres siswa,analisis hasil penelitian,successor,1
stres siswa,pemecahan masalah,peer,1
stres siswa,penelitian sosial,peer,1
stres siswa,diagram alur,peer,1
diagram alur,q_ca3488b1de,has_question,1
diagram alur,analisis hasil penelitian,successor,1
diagram alur,pemecahan masalah,peer,1
diagram alur,penelitian sosial,peer,1
diagram alur,stres siswa,peer,1
diagram alur,q_55030539c8,has_question,1
diagram alur,analisis dampak perubahan harga jangka panjang,successor,1
diagram alur,prediksi kenaikan harga,peer,1
diagram alur,kurva permintaan,peer,1
diagram alur,keputusan penawaran,peer,1
q_ca3488b1de,mencipta,requires_method,1
periode orde lama dan pembangunan,pembangunan nasional,has_concept,1
periode orde lama dan pembangunan,orde lama,has_concept,1
periode orde lama dan pembangunan,krisis politik,has_concept,1
periode orde lama dan pembangunan,prestasi internasional,has_concept,1
krisis politik,q_0d81490c65,has_question,1
krisis politik,analisis perbandingan orde lama dan orde baru,successor,1
krisis politik,pembangunan nasional,peer,1
krisis politik,orde lama,peer,1
krisis politik,prestasi internasional,peer,1
prestasi internasional,q_0d81490c65,has_question,1
prestasi internasional,analisis perbandingan orde lama dan orde baru,successor,1
prestasi internasional,pembangunan nasional,peer,1
prestasi internasional,orde lama,peer,1
