id,type,label,bloom_level,difficulty,frequency
pengenalan politik etis,concept,Pengenalan Politik Etis,,,
pemahaman tujuan kolonial,concept,Pemahaman Tujuan Kolonial,,,
konsep dasar perubahan iklim,topic_fine,Konsep Dasar Perubahan Iklim,,,
evaluasi informasi ilmiah,concept,Evaluasi Informasi Ilmiah,C5-Mengevaluasi,5.0,1.0
q_aa88b0f846,question,Evaluasilah efektivitas penyajian informasi dalam teks: apakah definisi dan contoh yang diberikan sudah cukup untuk meya,C5-Mengevaluasi,5.0,
mengevaluasi efektivitas penyajian,method,Mengevaluasi Efektivitas Penyajian,,,
pemahaman definisi dasar,concept,Pemahaman Definisi Dasar,,,
pengetahuan tentang iklim dan cuaca,concept,Pengetahuan tentang Iklim dan Cuaca,,,
analisis dampak perubahan iklim,concept,Analisis Dampak Perubahan Iklim,,,
indikator pertumbuhan ekonomi,concept,Indikator Pertumbuhan Ekonomi,C5-Mengevaluasi,5.0,1.0
keterbatasan pdb,concept,Keterbatasan PDB,C5-Mengevaluasi,5.0,1.0
kesejahteraan negara,concept,Kesejahteraan Negara,C5-Mengevaluasi,5.0,1.0
q_c9254c93bc,question,Kritiklah penggunaan PDB sebagai satu-satunya indikator untuk mengukur kemajuan suatu negara. Aspek penting apa saja yan,C5-Mengevaluasi,5.0,
konsep pdb,concept,Konsep PDB,,,
indikator pembangunan manusia (ipm),concept,Indikator Pembangunan Manusia (IPM),,,
ekonomi berkelanjutan,concept,Ekonomi Berkelanjutan,,,
pengangguran konjungtural,concept,Pengangguran Konjungtural,C5-Mengevaluasi,5.0,1.0
pengangguran musiman,concept,Pengangguran Musiman,C6-Mencipta,5.0,2.0
q_9b9d66b9cf,question,"Di antara empat penyebab pengangguran (Konjungtural, Struktural, Friksional, Musiman), manakah yang menurut Anda paling ",C5-Mengevaluasi,5.0,
efisiensi sistem zona waktu,concept,Efisiensi sistem zona waktu,C5-Mengevaluasi,5.0,1.0
q_4facdec0eb,question,Evaluasilah pembagian tiga zona waktu di Indonesia. Apakah sistem ini sudah efisien untuk negara kepulauan yang sangat l,C5-Mengevaluasi,5.0,
pengertian zona waktu,concept,Pengertian zona waktu,,,
dampak perubahan zona waktu,concept,Dampak perubahan zona waktu,,,
evolusi sistem pertukaran,topic_fine,Evolusi Sistem Pertukaran,,,
q_670fd6bd0c,question,"Berikan penilaian terhadap pernyataan: 'Uang elektronik adalah bentuk uang yang paling efisien, namun juga yang paling r",C5-Mengevaluasi,5.0,
definisi barter,concept,Definisi Barter,,,
perkembangan uang modern,concept,Perkembangan Uang Modern,,,
efektivitas pendekatan komunitas,topic_fine,Efektivitas Pendekatan Komunitas,,,
masalah buta aksara,concept,Masalah Buta Aksara,C5-Mengevaluasi,5.0,1.0
pendidikan formal,concept,Pendidikan Formal,C5-Mengevaluasi,5.0,1.0
q_9a8f8a5681,question,"Menilik masalah buta aksara, evaluasilah efektivitas pendekatan pemberdayaan berbasis komunitas dibandingkan dengan prog",C5-Mengevaluasi,5.0,
evaluasi komparatif,method,Evaluasi Komparatif,,,
prinsip pemberdayaan,concept,Prinsip Pemberdayaan,,,
perancangan intervensi sosial,concept,Perancangan Intervensi Sosial,,,
definisi dan pendekatan konflik sosial,topic_fine,Definisi dan Pendekatan Konflik Sosial,,,
pendekatan hukum,concept,Pendekatan hukum,C5-Mengevaluasi,5.0,1.0
pendekatan sosiologis,concept,Pendekatan sosiologis,C5-Mengevaluasi,5.0,1.0
analisis sosial,concept,Analisis Sosial,C6-Mencipta,5.0,2.0
q_3848231705,question,Nilailah kelebihan dan kekurangan mendefinisikan konflik sosial secara hukum melalui undang-undang dibandingkan dengan m,C5-Mengevaluasi,5.0,
pemahaman disiplin ilmu hukum dan sosiologi,concept,Pemahaman disiplin ilmu hukum dan sosiologi,,,
referendum timor timur,concept,Referendum Timor Timur,C5-Mengevaluasi,5.0,1.0
q_6cd924fb7b,question,"Evaluasilah keputusan B.J. Habibie untuk mengadakan referendum di Timor Timur. Apakah itu langkah yang tepat, atau terla",C5-Mengevaluasi,5.0,
latar belakang reformasi 1998,concept,Latar Belakang Reformasi 1998,,,
konsep demokrasi dan kedaulatan rakyat,concept,Konsep Demokrasi dan Kedaulatan Rakyat,,,
dampak kebijakan pasca-reformasi,concept,Dampak Kebijakan Pasca-Reformasi,,,
peran arsiparis dalam historiografi,topic_fine,Peran Arsiparis dalam Historiografi,,,
objektivitas penulisan sejarah,concept,Objektivitas Penulisan Sejarah,C5-Mengevaluasi,5.0,1.0
keakuratan sumber sejarah,concept,Keakuratan Sumber Sejarah,C5-Mengevaluasi,5.0,1.0
peran arsiparis,concept,Peran Arsiparis,C5-Mengevaluasi,5.0,1.0
historiografi,concept,Historiografi,C5-Mengevaluasi,5.0,1.0
q_7a3e205579,question,Evaluasilah pentingnya peran seorang arsiparis seperti Mona Lohanda dalam menjaga objektivitas dan keakuratan penulisan ,C5-Mengevaluasi,5.0,
proses penelitian sejarah,concept,Proses Penelitian Sejarah,,,
analisis kritis sumber sejarah,concept,Analisis Kritis Sumber Sejarah,,,
analisis solusi konflik jangka panjang,topic_fine,Analisis Solusi Konflik Jangka Panjang,,,
analisis kesimpulan sementara,concept,Analisis kesimpulan sementara,C5-Mengevaluasi,5.0,1.0
efektivitas mediasi,concept,Efektivitas mediasi,C5-Mengevaluasi,5.0,1.0
solusi konflik jangka panjang,concept,Solusi konflik jangka panjang,C5-Mengevaluasi,5.0,1.0
q_ec3c7cedf4,question,Kritiklah kesimpulan sementara dari kasus Desa Sumber Aman. Apakah penyebutan 'mediasi' sebagai penanganan sudah cukup u,C5-Mengevaluasi,5.0,
studi literatur konflik,concept,Studi Literatur Konflik,,,
perancangan intervensi konflik lanjutan,concept,Perancangan intervensi konflik lanjutan,,,
sejarah politik,topic_coarse,Sejarah Politik,,,
nasionalisme dan perlawanan kolonial,topic_fine,Nasionalisme dan Perlawanan Kolonial,,,
perang suci,concept,Perang Suci,C5-Mengevaluasi,5.0,1.0
pembaharuan islam,concept,Pembaharuan Islam,C5-Mengevaluasi,5.0,1.0
q_2e03a7e04e,question,"Menurut Anda, manakah yang lebih efektif dalam membangkitkan semangat persatuan melawan penjajah di abad ke-19: seruan '",C5-Mengevaluasi,5.0,
perkembangan ideologi modern,concept,Perkembangan Ideologi Modern,,,
prioritas kebijakan pembangunan nasional,topic_fine,Prioritas Kebijakan Pembangunan Nasional,,,
pembangunan fisik,concept,Pembangunan Fisik,C5-Mengevaluasi,5.0,1.0
literasi digital,concept,Literasi Digital,C5-Mengevaluasi,5.0,2.0
q_7f1a64a448,question,Tentukan mana yang lebih prioritas untuk pemerintah Indonesia saat ini: mengalokasikan dana untuk pembangunan fisik komp,C5-Mengevaluasi,5.0,
teori pemberdayaan masyarakat,concept,Teori Pemberdayaan Masyarakat,,,
pengukuran dampak sosial,concept,Pengukuran Dampak Sosial,,,
pendidikan lingkungan,topic_coarse,Pendidikan Lingkungan,,,
efektivitas kampanye keberlanjutan,topic_fine,Efektivitas Kampanye Keberlanjutan,,,
kampanye lingkungan,concept,Kampanye Lingkungan,C6-Mencipta,5.0,2.0
daur ulang (recycle),concept,Daur Ulang (Recycle),C5-Mengevaluasi,5.0,1.0
pendekatan holistik 5r,concept,Pendekatan Holistik 5R,C5-Mengevaluasi,5.0,1.0
q_84913b31d6,question,Nilailah efektivitas kampanye lingkungan yang hanya berfokus pada 'Recycle' (daur ulang) dibandingkan dengan pendekatan ,C5-Mengevaluasi,5.0,
pemahaman konsep 5r,concept,Pemahaman Konsep 5R,,,
pengetahuan tentang dampak lingkungan,concept,Pengetahuan tentang dampak lingkungan,,,
perancangan kebijakan lingkungan,concept,Perancangan Kebijakan Lingkungan,,,
motivasi dan praktik voc,topic_fine,Motivasi dan Praktik VOC,,,
tujuan voc,concept,Tujuan VOC,C5-Mengevaluasi,5.0,1.0
persaingan pedagang belanda,concept,Persaingan pedagang Belanda,C5-Mengevaluasi,5.0,1.0
monopoli perdagangan,concept,Monopoli perdagangan,C5-Mengevaluasi,5.0,1.0
keberhasilan strategi,concept,Keberhasilan strategi,C5-Mengevaluasi,5.0,1.0
q_8879a9f9d6,question,"Evaluasilah, apakah tujuan utama VOC untuk 'menghindari persaingan tidak sehat' antar pedagang Belanda dapat dianggap be",C5-Mengevaluasi,5.0,
latar belakang penjelajahan samudra,concept,Latar belakang penjelajahan samudra,,,
konsep persaingan pasar,concept,Konsep persaingan pasar,,,
dampak kolonialisme terhadap ekonomi lokal,concept,Dampak kolonialisme terhadap ekonomi lokal,,,
ancaman disintegrasi negara,topic_fine,Ancaman Disintegrasi Negara,,,
pancasila,concept,Pancasila,C5-Mengevaluasi,5.0,1.0
ancaman disintegrasi,concept,Ancaman Disintegrasi,C5-Mengevaluasi,5.0,1.0
q_0afda0f534,question,"Di antara DI/TII dan PRRI/Permesta, manakah yang menurut Anda merupakan ancaman disintegrasi paling berbahaya bagi Panca",C5-Mengevaluasi,5.0,
sejarah orde lama,concept,Sejarah Orde Lama,,,
konflik politik indonesia,concept,Konflik Politik Indonesia,,,
sosiologi dan etika,topic_coarse,Sosiologi dan Etika,,,
harmoni sosial dan lingkungan,topic_fine,Harmoni Sosial dan Lingkungan,,,
hubungan antarmanusia,concept,Hubungan Antarmanusia,C5-Mengevaluasi,5.0,1.0
harmoni dengan alam,concept,Harmoni dengan Alam,C5-Mengevaluasi,5.0,1.0
kesejahteraan bersama,concept,Kesejahteraan Bersama,C5-Mengevaluasi,5.0,1.0
q_fe77a0b11d,question,Nilailah urgensi memasukkan 'harmoni dengan alam' dalam pembahasan harmoni sosial. Apakah isu lingkungan sama pentingnya,C5-Mengevaluasi,5.0,
mengevaluasi urgensi,method,Mengevaluasi urgensi,,,
membandingkan kepentingan isu,method,Membandingkan kepentingan isu,,,
konsep kesejahteraan,concept,Konsep Kesejahteraan,,,
implementasi kebijakan berkelanjutan,concept,Implementasi Kebijakan Berkelanjutan,,,
analisis pertumbuhan penduduk indonesia,topic_fine,Analisis Pertumbuhan Penduduk Indonesia,,,
tantangan pembangunan berkelanjutan,concept,Tantangan pembangunan berkelanjutan,C5-Mengevaluasi,5.0,1.0
q_1f09f53584,question,"Berdasarkan teks, pertumbuhan penduduk Indonesia sebesar 1,49% per tahun digolongkan sebagai kategori 'sedang'. Berikan ",C5-Mengevaluasi,5.0,
perencanaan kebijakan kependudukan,concept,Perencanaan kebijakan kependudukan,,,
pengaruh ketinggian terhadap pertanian,topic_fine,Pengaruh Ketinggian Terhadap Pertanian,,,
zona ketinggian,concept,Zona ketinggian,C5-Mengevaluasi,5.0,1.0
efektivitas penanaman padi,concept,Efektivitas penanaman padi,C5-Mengevaluasi,5.0,1.0
q_552765ba7f,question,"Berdasarkan klasifikasi zona ketinggian, nilaialah efektivitas menanam padi di ketinggian 1.600 meter. Jelaskan alasan p",C5-Mengevaluasi,5.0,
klasifikasi zona ketinggian,concept,Klasifikasi zona ketinggian,,,
persyaratan hidup tanaman,concept,Persyaratan hidup tanaman,,,
adaptasi tanaman terhadap perubahan iklim,concept,Adaptasi tanaman terhadap perubahan iklim,,,
perbandingan instrumen investasi jangka panjang,topic_fine,Perbandingan Instrumen Investasi Jangka Panjang,,,
menabung di bank,concept,Menabung di bank,C5-Mengevaluasi,5.0,1.0
tujuan jangka panjang,concept,Tujuan jangka panjang,C5-Mengevaluasi,5.0,1.0
analisis investasi,concept,Analisis investasi,C5-Mengevaluasi,5.0,1.0
q_a68cc7eb61,question,"Menurut pendapatmu, antara menabung di bank dan berinvestasi emas, manakah pilihan yang lebih superior untuk tujuan jang",C5-Mengevaluasi,5.0,
definisi tabungan dan investasi,concept,Definisi tabungan dan investasi,,,
pemanfaatan berkelanjutan dan ancaman,topic_fine,Pemanfaatan Berkelanjutan dan Ancaman,,,
pemanfaatan berkelanjutan,concept,Pemanfaatan Berkelanjutan,C5-Mengevaluasi,5.0,1.0
ancaman lingkungan,concept,Ancaman Lingkungan,C5-Mengevaluasi,5.0,1.0
q_5110019e9c,question,Kritisi pernyataan bahwa keanekaragaman hayati dapat dimanfaatkan secara berkelanjutan. Faktor-faktor apa saja di luar t,C5-Mengevaluasi,5.0,
strategi konservasi,concept,Strategi Konservasi,,,
pentingnya literasi finansial,topic_fine,Pentingnya Literasi Finansial,,,
gaya hidup konsumtif,concept,Gaya Hidup Konsumtif,C5-Mengevaluasi,5.0,2.0
dampak ekonomi,concept,Dampak Ekonomi,C6-Mencipta,5.0,2.0
q_9b75ecd23b,question,Kritiklah pandangan umum yang keliru di masyarakat bahwa kemampuan mengelola keuangan hanya diperlukan oleh orang kaya. ,C5-Mengevaluasi,5.0,
mengevaluasi pandangan umum,method,Mengevaluasi pandangan umum,,,
pengungkapan dalam laporan keuangan,topic_fine,Pengungkapan dalam Laporan Keuangan,,,
catatan atas laporan keuangan,concept,Catatan Atas Laporan Keuangan,C5-Mengevaluasi,5.0,1.0
pengungkapan risiko hukum,concept,Pengungkapan Risiko Hukum,C5-Mengevaluasi,5.0,1.0
dampak pada pengguna laporan keuangan,concept,Dampak pada Pengguna Laporan Keuangan,C5-Mengevaluasi,5.0,1.0
q_7b08386975,question,Sebuah perusahaan memutuskan untuk tidak mengungkapkan dalam 'Catatan Atas Laporan Keuangan' bahwa mereka sedang menghad,C5-Mengevaluasi,5.0,
pemahaman laporan keuangan,concept,Pemahaman Laporan Keuangan,,,
prinsip akuntansi,concept,Prinsip Akuntansi,,,
analisis kualitas laporan keuangan,concept,Analisis Kualitas Laporan Keuangan,,,
analisis ideologi dan kebijakan,topic_fine,Analisis Ideologi dan Kebijakan,,,
nasakom,concept,Nasakom,C6-Mencipta,5.0,2.0
ideologi politik,concept,Ideologi Politik,C5-Mengevaluasi,5.0,1.0
strategi politik,concept,Strategi Politik,C5-Mengevaluasi,5.0,1.0
keberlanjutan kebijakan,concept,Keberlanjutan Kebijakan,C5-Mengevaluasi,5.0,1.0
q_d8cff5d428,question,"Kritiklah kebijakan Nasakom. Menurut Anda, apakah upaya menyatukan tiga ideologi yang berbeda secara fundamental merupak",C5-Mengevaluasi,5.0,
pengenalan ideologi,concept,Pengenalan Ideologi,,,
perbandingan sistem politik,concept,Perbandingan Sistem Politik,,,
analisis konflik ideologis,concept,Analisis Konflik Ideologis,,,
fungsi lembaga sosial digital,topic_fine,Fungsi Lembaga Sosial Digital,,,
sanksi sosial,concept,Sanksi Sosial,C6-Mencipta,5.0,2.0
q_f4f1a4a084,question,"Menurut Anda, apakah sanksi berupa 'celaan' cukup efektif untuk menegakkan norma pada tingkatan Cara (Usage) di era digi",C5-Mengevaluasi,5.0,
konsep norma dan sanksi,concept,Konsep Norma dan Sanksi,,,
perubahan bentuk kontrol sosial,concept,Perubahan Bentuk Kontrol Sosial,,,
dinamika dan penanganan bencana perkotaan,topic_fine,Dinamika dan Penanganan Bencana Perkotaan,,,
q_f5b6b9a5f8,question,"Menurut Anda, manakah yang lebih prioritas untuk ditangani di wilayah perkotaan padat penduduk seperti Jakarta yang rawa",C5-Mengevaluasi,5.0,
peran atmosfer dalam iklim bumi,topic_fine,Peran Atmosfer dalam Iklim Bumi,,,
peran atmosfer,concept,Peran Atmosfer,C6-Mencipta,5.0,2.0
pengaturan suhu bumi,concept,Pengaturan Suhu Bumi,C5-Mengevaluasi,5.0,1.0
q_6ec2f3e555,question,"Kritiklah gagasan bahwa pemanasan global adalah fenomena alam biasa yang tidak perlu dikhawatirkan, dengan menggunakan i",C5-Mengevaluasi,5.0,
sifat dinamis atmosfer,concept,Sifat Dinamis Atmosfer,,,
evaluasi alokasi anggaran negara,topic_fine,Evaluasi Alokasi Anggaran Negara,,,
kebijakan anggaran,concept,Kebijakan Anggaran,C5-Mengevaluasi,5.0,1.0
keadilan distribusi anggaran,concept,Keadilan Distribusi Anggaran,C5-Mengevaluasi,5.0,1.0
prioritas sektor publik,concept,Prioritas Sektor Publik,C5-Mengevaluasi,5.0,1.0
q_b6ac6b6192,question,Nilailah kebijakan pemerintah yang menaikkan anggaran Perlinsos. Apakah langkah ini sudah adil jika dilihat dari kemungk,C5-Mengevaluasi,5.0,
membandingkan alokasi antar sektor,method,Membandingkan alokasi antar sektor,,,
pemahaman apbn,concept,Pemahaman APBN,,,
prinsip-prinsip keadilan sosial,concept,Prinsip-prinsip keadilan sosial,,,
perumusan kebijakan fiskal lanjutan,concept,Perumusan kebijakan fiskal lanjutan,,,
analisis dampak kebijakan makroekonomi,concept,Analisis dampak kebijakan makroekonomi,,,
aspek strategis geopolitik indonesia,topic_fine,Aspek Strategis Geopolitik Indonesia,,,
lokasi strategis,concept,Lokasi Strategis,C6-Mencipta,5.0,2.0
luas wilayah,concept,Luas Wilayah,C5-Mengevaluasi,5.0,1.0
q_35e50b49da,question,Evaluasilah pernyataan: 'Luasnya wilayah Indonesia lebih memberikan tantangan daripada keuntungan dalam menjalin kerja s,C5-Mengevaluasi,5.0,
penyebab kolonialisme eropa,topic_fine,Penyebab Kolonialisme Eropa,,,
kekayaan rempah-rempah,concept,Kekayaan Rempah-rempah,C5-Mengevaluasi,5.0,1.0
motivasi 3g,concept,Motivasi 3G,C5-Mengevaluasi,5.0,1.0
q_2c74d3c1d8,question,"Menurut Anda, faktor pendorong manakah yang memiliki pengaruh terkuat bagi bangsa-bangsa Eropa untuk datang ke Indonesia",C5-Mengevaluasi,5.0,
pengertian kolonialisme,concept,Pengertian Kolonialisme,,,
ekonomi dan lingkungan,topic_coarse,Ekonomi dan Lingkungan,,,
dampak eksploitasi sumber daya alam,topic_fine,Dampak Eksploitasi Sumber Daya Alam,,,
model ekonomi penebangan kayu,concept,Model ekonomi penebangan kayu,C5-Mengevaluasi,5.0,1.0
keberlanjutan lingkungan,concept,Keberlanjutan lingkungan,C5-Mengevaluasi,5.0,1.0
dampak jangka panjang ekonomi,concept,Dampak jangka panjang ekonomi,C5-Mengevaluasi,5.0,1.0
dampak jangka panjang lingkungan,concept,Dampak jangka panjang lingkungan,C5-Mengevaluasi,5.0,1.0
q_bf4ebba29a,question,Kritiklah model ekonomi yang hanya mengandalkan penebangan kayu bernilai tinggi seperti jati tanpa program reboisasi yan,C5-Mengevaluasi,5.0,
konsep ekonomi,concept,Konsep ekonomi,,,
pengembangan ekonomi hijau,concept,Pengembangan ekonomi hijau,,,
manajemen sumber daya terbarukan,concept,Manajemen sumber daya terbarukan,,,
pengaruh faktor terhadap flora fauna,topic_fine,Pengaruh Faktor Terhadap Flora Fauna,,,
evaluasi ekologis,concept,Evaluasi Ekologis,C5-Mengevaluasi,5.0,1.0
q_e3a7e6fac3,question,Evaluasilah dampak dari tindakan manusia memindahkan tanaman kurma ke Indonesia. Apakah tindakan ini lebih banyak member,C5-Mengevaluasi,5.0,
faktor penentu persebaran flora,concept,Faktor Penentu Persebaran Flora,,,
pengelolaan keuangan remaja,topic_fine,Pengelolaan Keuangan Remaja,,,
skala prioritas,concept,Skala Prioritas,C5-Mengevaluasi,5.0,1.0
q_f8af594888,question,Nilailah efektivitas penggunaan 'skala prioritas' sebagai alat untuk melawan gaya hidup konsumtif di kalangan remaja. Se,C5-Mengevaluasi,5.0,
pemahaman konsep keuangan dasar,concept,Pemahaman Konsep Keuangan Dasar,,,
pengenalan gaya hidup konsumtif,concept,Pengenalan Gaya Hidup Konsumtif,,,
perancangan strategi pengelolaan keuangan,concept,Perancangan Strategi Pengelolaan Keuangan,,,
pengelolaan konflik sosial,topic_fine,Pengelolaan Konflik Sosial,,,
q_174e5f39e9,question,Kritiklah gagasan bahwa konflik bisa dihentikan sepenuhnya. Apakah 'manajemen konflik' merupakan pengakuan bahwa konflik,C5-Mengevaluasi,5.0,
strategi resolusi konflik lanjutan,concept,Strategi Resolusi Konflik Lanjutan,,,
kebijakan pengangguran dan fiskal,topic_fine,Kebijakan Pengangguran dan Fiskal,,,
proyek padat karya,concept,Proyek Padat Karya,C5-Mengevaluasi,5.0,1.0
solusi jangka panjang vs jangka pendek,concept,Solusi Jangka Panjang vs Jangka Pendek,C5-Mengevaluasi,5.0,1.0
q_8d40977a0c,question,"Evaluasilah, apakah ""Kebijakan Fiskal"" (proyek padat karya) adalah solusi jangka panjang atau jangka pendek untuk pengan",C5-Mengevaluasi,5.0,
konsep kebijakan fiskal,concept,Konsep Kebijakan Fiskal,,,
analisis efektivitas kebijakan moneter,concept,Analisis Efektivitas Kebijakan Moneter,,,
teori masuknya islam di nusantara,topic_fine,Teori Masuknya Islam di Nusantara,,,
bukti historis islam,concept,Bukti historis Islam,C5-Mengevaluasi,5.0,1.0
evaluasi bukti ilmiah,concept,Evaluasi bukti ilmiah,C5-Mengevaluasi,5.0,1.0
q_997664c735,question,"Di antara bukti-bukti yang diajukan untuk setiap teori, manakah yang menurut Anda paling meyakinkan secara ilmiah (misal",C5-Mengevaluasi,5.0,
pengetahuan tentang teori masuknya islam,concept,Pengetahuan tentang teori masuknya Islam,,,
dampak penyebaran islam di nusantara,concept,Dampak penyebaran Islam di Nusantara,,,
motivasi kedatangan bangsa eropa,topic_fine,Motivasi Kedatangan Bangsa Eropa,,,
motivasi gospel,concept,Motivasi Gospel,C5-Mengevaluasi,5.0,1.0
sistem kepercayaan nusantara,concept,Sistem Kepercayaan Nusantara,C5-Mengevaluasi,5.0,1.0
kritik historis,concept,Kritik Historis,C5-Mengevaluasi,5.0,1.0
q_de86622edb,question,Berikan kritik terhadap motivasi 'Gospel' dari sudut pandang masyarakat Nusantara yang pada saat itu telah memiliki sist,C5-Mengevaluasi,5.0,
pengenalan kolonialisme,concept,Pengenalan Kolonialisme,,,
dampak kolonialisme terhadap masyarakat lokal,concept,Dampak Kolonialisme terhadap Masyarakat Lokal,,,
optimalisasi pemanfaatan sumber daya alam,topic_fine,Optimalisasi Pemanfaatan Sumber Daya Alam,,,
keanekaragaman hayati indonesia,concept,Keanekaragaman Hayati Indonesia,C5-Mengevaluasi,5.0,1.0
investasi nasional,concept,Investasi Nasional,C5-Mengevaluasi,5.0,1.0
pengembangan sains dan teknologi,concept,Pengembangan Sains dan Teknologi,C5-Mengevaluasi,5.0,1.0
prioritas pembangunan,concept,Prioritas Pembangunan,C5-Mengevaluasi,5.0,1.0
q_629d4129bb,question,"Di antara dua cara optimalisasi pemanfaatan (investasi nasional dan pengembangan saintek), manakah yang menurut Anda har",C5-Mengevaluasi,5.0,
argumentasi kritis,method,Argumentasi Kritis,,,
pemahaman konsep keanekaragaman hayati,concept,Pemahaman Konsep Keanekaragaman Hayati,,,
analisis ekonomi pembangunan,concept,Analisis Ekonomi Pembangunan,,,
perumusan kebijakan lingkungan berkelanjutan,concept,Perumusan Kebijakan Lingkungan Berkelanjutan,,,
analisis dampak konflik sosial,topic_fine,Analisis Dampak Konflik Sosial,,,
kerangka 5w+1h,concept,Kerangka 5W+1H,C5-Mengevaluasi,5.0,1.0
dampak laten konflik,concept,Dampak Laten Konflik,C5-Mengevaluasi,5.0,1.0
efektivitas kerangka analisis,concept,Efektivitas Kerangka Analisis,C5-Mengevaluasi,5.0,1.0
q_eeb36c124f,question,"Nilailah efektivitas kerangka 5W+1H dalam mengungkap 'dampak laten' sebuah konflik. Apakah kerangka ini cukup, atau perl",C5-Mengevaluasi,5.0,
pengembangan model analisis konflik,concept,Pengembangan Model Analisis Konflik,,,
peran anggaran negara,topic_fine,Peran Anggaran Negara,,,
shock absorber ekonomi,concept,Shock Absorber Ekonomi,C5-Mengevaluasi,5.0,1.0
program perlinsos,concept,Program Perlinsos,C5-Mengevaluasi,5.0,1.0
efektivitas kebijakan fiskal,concept,Efektivitas Kebijakan Fiskal,C5-Mengevaluasi,5.0,1.0
q_f13a2dbd45,question,"Menurut Anda, seberapa efektif penggunaan APBN sebagai 'shock absorber' ekonomi melalui program Perlinsos? Berikan penil",C5-Mengevaluasi,5.0,
konsep stabilisator otomatis,concept,Konsep Stabilisator Otomatis,,,
analisis kebijakan moneter,concept,Analisis Kebijakan Moneter,,,
evaluasi dampak kebijakan fiskal,concept,Evaluasi Dampak Kebijakan Fiskal,,,
perubahan kecil,concept,Perubahan Kecil,C5-Mengevaluasi,5.0,1.0
efektivitas contoh,concept,Efektivitas Contoh,C5-Mengevaluasi,5.0,1.0
dampak terbatas,concept,Dampak Terbatas,C5-Mengevaluasi,5.0,1.0
q_75d93d5314,question,Beri penilaian terhadap efektivitas contoh 'pembangunan pasar' untuk menjelaskan konsep perubahan kecil. Apakah contoh t,C5-Mengevaluasi,5.0,
analisis dampak perubahan sosial,concept,Analisis Dampak Perubahan Sosial,,,
peningkatan belanja negara (g),concept,Peningkatan Belanja Negara (G),C5-Mengevaluasi,5.0,1.0
penurunan pajak (t),concept,Penurunan Pajak (T),C5-Mengevaluasi,5.0,1.0
q_001e6e14a7,question,"Evaluasilah, di antara dua cara kebijakan ekspansif (menaikkan G atau menurunkan T ), manakah yang dampaknya lebih cepat",C5-Mengevaluasi,5.0,
membandingkan dampak kebijakan,method,Membandingkan dampak kebijakan,,,
jenis kebijakan fiskal,concept,Jenis Kebijakan Fiskal,,,
analisis efektivitas kebijakan fiskal,concept,Analisis Efektivitas Kebijakan Fiskal,,,
organisasi regional dan global,topic_fine,Organisasi Regional dan Global,,,
efektivitas organisasi regional,concept,Efektivitas organisasi regional,C5-Mengevaluasi,5.0,1.0
krisis ekonomi global,concept,Krisis ekonomi global,C5-Mengevaluasi,5.0,1.0
perbandingan asean dan pbb,concept,Perbandingan ASEAN dan PBB,C5-Mengevaluasi,5.0,1.0
q_2873747a81,question,Nilailah efektivitas organisasi regional seperti ASEAN dalam menghadapi masalah berskala global seperti krisis ekonomi. ,C5-Mengevaluasi,5.0,
pemahaman organisasi regional,concept,Pemahaman organisasi regional,,,
pemahaman organisasi global,concept,Pemahaman organisasi global,,,
analisis kebijakan luar negeri,concept,Analisis kebijakan luar negeri,,,
kriteria keberagaman sosial,concept,Kriteria Keberagaman Sosial,C5-Mengevaluasi,5.0,1.0
potensi konflik sosial,concept,Potensi Konflik Sosial,C5-Mengevaluasi,5.0,1.0
q_0c9f16a390,question,"Evaluasilah, di antara lima kriteria (Suku Bangsa, Ras, Klan, Agama, Profesi), manakah yang menurut Anda paling rawan me",C5-Mengevaluasi,5.0,
kualitas rumusan masalah penelitian,topic_fine,Kualitas Rumusan Masalah Penelitian,,,
rumusan masalah,concept,Rumusan Masalah,C5-Mengevaluasi,5.0,1.0
kriteria penelitian,concept,Kriteria Penelitian,C5-Mengevaluasi,5.0,1.0
q_2b8022df0c,question,Seorang siswa merumuskan masalah penelitian: 'Apakah remaja suka budaya skena?'. Evaluasilah kualitas rumusan masalah in,C5-Mengevaluasi,5.0,
sifat ilmu sosial,concept,Sifat Ilmu Sosial,,,
kesehatan masyarakat,topic_coarse,Kesehatan Masyarakat,,,
efektivitas pengobatan tradisional,topic_fine,Efektivitas Pengobatan Tradisional,,,
program toga,concept,Program TOGA,C5-Mengevaluasi,5.0,1.0
pengobatan modern,concept,Pengobatan Modern,C5-Mengevaluasi,5.0,1.0
relevansi kesehatan masyarakat,concept,Relevansi Kesehatan Masyarakat,C5-Mengevaluasi,5.0,1.0
q_7a66ae40f2,question,Nilailah efektivitas program TOGA sebagai alternatif pengobatan modern di era sekarang. Sejauh mana program ini masih re,C5-Mengevaluasi,5.0,
menganalisis relevansi,method,Menganalisis relevansi,,,
pengetahuan dasar tentang toga,concept,Pengetahuan dasar tentang TOGA,,,
pemahaman tentang sistem kesehatan modern,concept,Pemahaman tentang sistem kesehatan modern,,,
pengembangan kebijakan kesehatan berbasis bukti,concept,Pengembangan kebijakan kesehatan berbasis bukti,,,
bentuk dan potensi konflik kerja sama,topic_fine,Bentuk dan Potensi Konflik Kerja Sama,,,
potensi konflik,concept,Potensi Konflik,C5-Mengevaluasi,5.0,1.0
